,Total Entries,Total Exits
6/29/2021,"1,873","1,670"
6/30/2021,"1,910","1,703"
7/1/2021,"1,906","2,023"
7/2/2021,"2,004","1,709"
7/3/2021,"1,605","1,430"
7/4/2021,"1,629","1,637"
7/5/2021,"1,016","1,042"
7/6/2021,"1,725","1,593"
7/7/2021,"1,908","1,689"
7/8/2021,"1,842","1,648"
7/9/2021,"1,990","1,734"
7/10/2021,"1,485","1,426"
7/11/2021,"1,019","1,049"
7/12/2021,"1,788","1,623"
7/13/2021,"1,891","1,672"
7/14/2021,"2,021","1,820"
7/15/2021,"1,986","1,802"
7/16/2021,"2,109","1,850"
7/17/2021,"1,528","1,382"
7/18/2021,"1,100","1,042"
7/19/2021,"1,728","1,571"
7/20/2021,"1,899","1,702"
7/21/2021,"2,011","1,821"
7/22/2021,"1,989","1,821"
7/23/2021,"1,905","1,660"
7/24/2021,"1,390","1,338"
7/25/2021,"1,028",964
7/26/2021,"1,649","1,519"
7/27/2021,"1,791","1,636"
7/28/2021,"1,871","1,692"
7/29/2021,"1,844","1,746"
7/30/2021,"2,056","1,897"
7/31/2021,"1,527","1,389"
8/1/2021,886,874
8/2/2021,"1,768","1,591"
8/3/2021,"1,820","1,586"
8/4/2021,"1,832","1,665"
8/5/2021,"1,964","1,776"
8/6/2021,"1,955","1,786"
8/7/2021,"1,324","1,183"
8/8/2021,"1,025","1,037"
8/9/2021,"1,654","1,492"
8/10/2021,"1,718","1,541"
8/11/2021,"1,743","1,594"
8/12/2021,"1,819","1,665"
8/13/2021,"1,963","1,738"
8/14/2021,"1,374","1,312"
8/15/2021,924,"1,010"
8/16/2021,"1,520","1,448"
8/17/2021,"1,829","1,691"
8/18/2021,"1,746","1,634"
8/19/2021,"1,794","1,715"
8/20/2021,"1,865","1,636"
8/21/2021,"1,397","1,309"
8/22/2021,993,898
8/23/2021,"1,691","1,566"
8/24/2021,"1,785","1,718"
8/25/2021,"1,845","1,741"
8/26/2021,"1,935","1,736"
8/27/2021,"2,011","1,770"
8/28/2021,"1,580","1,466"
8/29/2021,938,915
8/30/2021,"2,057","1,962"
8/31/2021,"2,138","2,032"
9/1/2021,"1,846","1,768"
9/2/2021,"2,350","2,203"
9/3/2021,"2,539","2,242"
9/4/2021,"1,414","1,390"
9/5/2021,"1,078","1,051"
9/6/2021,"1,149","1,142"
9/7/2021,"2,250","2,133"
9/8/2021,"2,409","2,317"
9/9/2021,"2,533","2,267"
9/10/2021,"2,630","2,483"
9/11/2021,"1,784","1,760"
9/12/2021,"1,231","1,275"
9/13/2021,"2,369","2,241"
9/14/2021,"2,349","2,342"
9/15/2021,"2,522","2,427"
9/16/2021,"2,480","2,379"
9/17/2021,"2,761","2,505"
9/18/2021,"1,825","1,776"
9/19/2021,"1,330","1,343"
9/20/2021,"2,294","2,244"
9/21/2021,"2,365","2,271"
9/22/2021,"2,426","2,314"
9/23/2021,"2,451","2,263"
9/24/2021,"2,767","2,612"
9/25/2021,"1,986","1,914"
9/26/2021,"1,236","1,265"
9/27/2021,"2,330","2,169"
9/28/2021,"2,609","2,445"
9/29/2021,"2,877","2,743"
9/30/2021,"3,011","2,699"
10/1/2021,"3,277","3,133"
10/2/2021,"2,733","2,721"
10/3/2021,"1,521","1,481"
10/4/2021,"2,657","2,447"
10/5/2021,"2,789","2,589"
10/6/2021,"2,812","2,635"
10/7/2021,"2,744","2,417"
10/8/2021,"2,828","2,510"
10/9/2021,"2,145","1,953"
10/10/2021,"1,415","1,457"
10/12/2021,"2,526","2,267"
10/13/2021,"3,006","2,825"
10/14/2021,"3,059","2,710"
10/15/2021,"3,185","2,973"
10/16/2021,"2,094","1,928"
10/17/2021,"1,435","1,410"
10/18/2021,"2,260","2,017"
10/19/2021,"2,275","2,107"
10/20/2021,"2,359","2,173"
10/21/2021,"2,516","2,281"
10/22/2021,"2,491","2,243"
10/23/2021,"1,593","1,532"
10/24/2021,"1,136","1,132"
10/25/2021,"2,209","2,074"
10/26/2021,"2,319","2,205"
10/27/2021,"2,490","2,352"
10/28/2021,"2,547","2,317"
10/29/2021,"2,057","1,905"
10/30/2021,"1,632","1,651"
10/31/2021,"1,095","1,061"
11/1/2021,"2,336","2,163"
11/2/2021,"2,124","1,945"
11/3/2021,"2,590","2,449"
11/4/2021,"2,596","2,325"
11/5/2021,"2,386","2,158"
11/6/2021,"1,977","1,734"
11/7/2021,"1,237","1,217"
11/8/2021,"2,373","2,273"
11/9/2021,"2,530","2,289"
11/10/2021,"2,582","2,358"
11/12/2021,"2,560","2,270"
11/13/2021,"2,537","2,111"
11/14/2021,"1,152","1,194"
11/15/2021,"2,408","2,312"
11/16/2021,"2,579","2,383"
11/17/2021,"2,608","2,406"
11/18/2021,"2,631","2,469"
11/19/2021,"2,673","2,369"
11/20/2021,"1,785","1,624"
11/21/2021,"1,098","1,048"
11/22/2021,"2,302","2,113"
11/23/2021,"2,185","2,074"
11/24/2021,"1,956","1,701"
11/25/2021,796,648
11/26/2021,"1,348","1,367"
11/27/2021,"1,323","1,322"
11/28/2021,"1,027","1,105"
11/29/2021,"2,295","2,377"
11/30/2021,"2,316","2,266"
12/1/2021,"2,642","2,463"
12/2/2021,"2,709","2,471"
12/3/2021,"2,828","2,561"
12/4/2021,"1,892","1,822"
12/5/2021,"1,210","1,207"
12/6/2021,"2,365","2,265"
12/7/2021,"2,526","2,328"
12/8/2021,"2,499","2,532"
12/9/2021,"2,614","2,388"
12/10/2021,"2,748","2,545"
12/11/2021,"1,791","1,773"
12/12/2021,"1,281","1,227"
12/13/2021,"2,295","2,169"
12/14/2021,"2,482","2,294"
12/15/2021,"2,651","2,522"
12/16/2021,"2,523","2,265"
12/17/2021,"2,499","2,310"
12/18/2021,"1,676","1,590"
12/19/2021,"1,105","1,082"
12/20/2021,"2,049","1,820"
12/21/2021,"1,912","1,766"
12/22/2021,"1,864","1,699"
12/23/2021,"1,589","1,340"
12/24/2021,956,817
12/25/2021,397,378
12/26/2021,713,718
12/27/2021,"1,194","1,132"
12/28/2021,"1,346","1,297"
12/29/2021,"1,379","1,330"
12/30/2021,"1,482","1,360"
12/31/2021,"1,165","1,137"
1/1/2022,701,688
1/2/2022,820,873
1/3/2022,946,"1,015"
1/4/2022,"1,674","1,557"
1/5/2022,"1,604","1,515"
1/6/2022,"1,803","1,659"
1/7/2022,"1,389","1,232"
1/8/2022,"1,275","1,192"
1/9/2022,756,771
1/10/2022,"1,937","1,825"
1/11/2022,"2,039","1,840"
1/12/2022,"2,086","2,057"
1/13/2022,"2,144","1,964"
1/14/2022,"2,143","1,956"
1/15/2022,"1,308","1,224"
1/16/2022,821,893
1/17/2022,"1,023","1,086"
1/18/2022,"2,098","1,980"
1/19/2022,"2,349","2,145"
1/20/2022,"1,947","1,764"
1/21/2022,"2,257","2,085"
1/22/2022,"1,448","1,348"
1/23/2022,920,890
1/24/2022,"2,125","1,955"
1/25/2022,"2,298","2,120"
1/26/2022,"2,008","1,884"
1/27/2022,"2,319","2,098"
1/28/2022,"2,187","1,976"
1/29/2022,"1,374","1,296"
1/30/2022,915,977
1/31/2022,"2,128","1,983"
2/1/2022,"2,393","2,223"
2/2/2022,"2,545","2,257"
2/3/2022,"2,324","2,109"
2/4/2022,"2,197","1,992"
2/5/2022,"1,454","1,454"
2/6/2022,"1,005",970
2/7/2022,"2,177","2,128"
2/8/2022,"2,441","2,333"
2/9/2022,"2,403","2,257"
2/10/2022,"2,440","2,216"
2/11/2022,"2,459","2,211"
2/12/2022,"1,591","1,525"
2/13/2022,942,"1,043"
2/14/2022,"2,198","2,019"
2/15/2022,"2,223","2,103"
2/16/2022,"2,365","2,146"
2/17/2022,"1,988","1,498"
2/18/2022,"2,365","2,083"
2/19/2022,"1,552","1,476"
2/20/2022,"1,094","1,135"
2/21/2022,"1,378","1,452"
2/22/2022,"1,860","1,789"
2/23/2022,"2,136","2,000"
2/24/2022,"1,976","1,759"
2/25/2022,"2,054","1,775"
2/26/2022,"1,480","1,491"
2/27/2022,"1,144","1,162"
2/28/2022,"2,386","2,200"
3/1/2022,"2,593","2,504"
3/2/2022,"2,598","2,404"
3/3/2022,"2,765","2,554"
3/4/2022,"2,580","2,277"
3/5/2022,"1,838","1,768"
3/6/2022,"1,250","1,210"
3/7/2022,"2,450","2,311"
3/8/2022,"2,513","2,310"
3/9/2022,"2,383","2,287"
3/10/2022,"2,526","2,207"
3/11/2022,"2,478","2,178"
3/12/2022,"1,196","1,235"
3/13/2022,"1,151","1,184"
3/14/2022,"2,486","2,302"
3/15/2022,"2,748","2,464"
3/16/2022,"2,671","2,593"
3/17/2022,"2,540","2,334"
3/18/2022,"2,724","2,403"
3/19/2022,"1,907","1,840"
3/20/2022,"1,292","1,356"
3/21/2022,"2,511","2,363"
3/22/2022,"2,643","2,438"
3/23/2022,"2,609","2,425"
3/24/2022,"2,644","2,399"
3/25/2022,"2,831","2,586"
3/26/2022,"2,699","2,491"
3/27/2022,"1,297","1,391"
3/28/2022,"2,521","2,281"
3/29/2022,"2,675","2,456"
3/30/2022,"2,789","2,522"
3/31/2022,"2,583","2,386"
4/1/2022,"2,827","2,618"
4/2/2022,"2,218","2,117"
4/3/2022,"1,584","1,678"
4/4/2022,"2,595","2,413"
4/5/2022,"2,609","2,501"
4/6/2022,"2,820","2,539"
4/7/2022,"2,706","2,442"
4/8/2022,"2,902","2,659"
4/9/2022,"2,164","2,114"
4/10/2022,"1,410","1,433"
4/11/2022,"2,019","1,895"
4/12/2022,"2,310","2,117"
4/13/2022,"2,394","2,171"
4/14/2022,"2,332","2,176"
4/15/2022,"2,379","2,050"
4/16/2022,"1,777","1,704"
4/17/2022,"1,251","1,230"
4/18/2022,"1,958","1,909"
4/19/2022,"2,826","2,572"
4/20/2022,"2,771","2,680"
4/21/2022,"2,869","2,635"
4/22/2022,"2,803","2,585"
4/23/2022,"1,996","1,972"
4/24/2022,"1,444","1,498"
4/25/2022,"2,496","2,351"
4/26/2022,"2,717","2,525"
4/27/2022,"2,774","2,546"
4/28/2022,"2,810","2,460"
4/29/2022,"2,754","2,450"
4/30/2022,"2,303","2,397"
5/1/2022,"1,250","1,301"
5/2/2022,"2,602","2,451"
5/3/2022,"2,871","2,634"
5/4/2022,"2,873","2,707"
5/5/2022,"2,945","2,685"
5/6/2022,"2,513","2,259"
5/7/2022,"1,748","1,664"
5/8/2022,"1,349","1,327"
5/9/2022,"2,561","2,426"
5/10/2022,"2,918","2,821"
5/11/2022,"2,925","2,670"
5/12/2022,"2,962","2,693"
5/13/2022,"2,838","2,614"
5/14/2022,"1,963","1,924"
5/15/2022,"1,500","1,508"
5/16/2022,"2,398","2,252"
5/17/2022,"2,958","2,725"
5/18/2022,"2,993","2,724"
5/19/2022,"2,835","2,557"
5/20/2022,"2,685","2,472"
5/21/2022,"1,880","1,795"
5/22/2022,"1,225","1,244"
5/23/2022,"2,573","2,466"
5/24/2022,"2,724","2,571"
5/25/2022,"2,861","2,640"
5/26/2022,"2,847","2,596"
5/27/2022,"2,529","2,190"
5/28/2022,"1,831","1,774"
5/29/2022,"1,580","1,604"
5/30/2022,"1,375","1,408"
5/31/2022,"2,679","2,560"
6/1/2022,"2,914","2,707"
6/2/2022,"2,711","2,546"
6/3/2022,"2,775","2,535"
6/4/2022,"2,025","2,091"
6/5/2022,"1,380","1,409"
6/6/2022,"2,675","2,512"
6/7/2022,"2,824","2,640"
6/8/2022,"2,909","2,731"
6/9/2022,"2,951","2,716"
6/10/2022,"2,965","2,766"
6/11/2022,"2,362","2,324"
6/12/2022,"1,646","1,619"
6/13/2022,"2,628","2,506"
6/14/2022,"2,918","2,746"
6/15/2022,"3,009","2,800"
6/16/2022,"2,841","2,680"
6/17/2022,"3,266","2,955"
6/18/2022,"2,249","2,182"
6/19/2022,"1,702","1,730"
6/20/2022,"1,746","1,827"
6/21/2022,"2,859","2,593"
6/22/2022,"2,687","2,526"
6/23/2022,"2,709","2,426"
6/24/2022,"2,894","2,631"
6/25/2022,"2,005","1,877"
6/26/2022,"1,207","1,287"
6/27/2022,"2,205","2,092"
6/28/2022,"2,667","2,440"
6/29/2022,"2,643","2,399"
6/30/2022,"2,524","2,397"
7/1/2022,"2,644","2,351"
7/2/2022,"1,867","1,669"
7/3/2022,"1,531","1,471"
7/4/2022,"2,073","2,188"
7/5/2022,"2,364","2,147"
7/6/2022,"2,578","2,476"
7/7/2022,"2,608","2,345"
7/8/2022,"2,639","2,408"
7/9/2022,"1,492","1,462"
7/10/2022,"1,365","1,388"
7/11/2022,"2,266","2,208"
7/12/2022,"2,611","2,469"
7/13/2022,"2,877","2,593"
7/14/2022,"2,690","2,473"
7/15/2022,"2,808","2,537"
7/16/2022,"1,843","1,731"
7/17/2022,"1,314","1,307"
7/18/2022,"2,244","2,160"
7/19/2022,"2,611","2,462"
7/20/2022,"2,748","2,454"
7/21/2022,"2,630","2,461"
7/22/2022,"2,577","2,279"
7/23/2022,"1,772","1,750"
7/24/2022,"1,268","1,316"
7/25/2022,"2,237","2,086"
7/26/2022,"2,494","2,352"
7/27/2022,"2,561","2,403"
7/28/2022,"2,760","2,550"
7/29/2022,"2,661","2,384"
7/30/2022,"1,927","1,830"
7/31/2022,"1,365","1,420"
8/1/2022,"2,383","2,254"
8/2/2022,"2,630","2,462"
8/3/2022,"2,650","2,469"
8/4/2022,"2,561","2,354"
8/5/2022,"2,304","2,154"
8/6/2022,"1,868","1,772"
8/7/2022,"1,339","1,373"
8/8/2022,"2,328","2,212"
8/9/2022,"2,454","2,229"
8/10/2022,"2,378","2,264"
8/11/2022,"2,438","2,242"
8/12/2022,"2,597","2,366"
8/13/2022,"1,819","1,712"
8/14/2022,"1,212","1,227"
8/15/2022,"2,221","2,149"
8/16/2022,"2,549","2,397"
8/17/2022,"2,544","2,382"
8/18/2022,"2,574","2,326"
8/19/2022,"2,575","2,343"
8/20/2022,"1,789","1,714"
8/21/2022,"1,182","1,156"
8/22/2022,"2,248","2,194"
8/23/2022,"2,658","2,515"
8/24/2022,"2,581","2,488"
8/25/2022,"2,621","2,489"
8/26/2022,"2,686","2,395"
8/27/2022,"1,763","1,732"
8/28/2022,"1,277","1,312"
8/29/2022,"2,544","2,465"
8/30/2022,"2,824","2,759"
8/31/2022,"2,962","2,793"
9/1/2022,"2,866","2,683"
9/2/2022,"2,744","2,599"
9/3/2022,"1,928","1,786"
9/4/2022,"1,497","1,478"
9/5/2022,"1,152","1,277"
9/6/2022,"2,969","2,718"
9/7/2022,"2,906","2,848"
9/8/2022,"3,128","2,788"
9/9/2022,"3,006","2,715"
9/10/2022,"1,812","1,809"
9/11/2022,"1,194","1,200"
9/12/2022,"2,688","2,594"
9/13/2022,"3,035","2,838"
9/14/2022,"3,071","2,980"
9/15/2022,"3,075","2,753"
9/16/2022,"2,941","2,742"
9/17/2022,"2,172","2,032"
9/18/2022,"1,539","1,565"
9/19/2022,"2,689","2,466"
9/20/2022,"3,038","2,835"
9/21/2022,"3,017","2,763"
9/22/2022,"3,069","2,821"
9/23/2022,"2,874","2,689"
9/24/2022,"2,025","1,971"
9/25/2022,"1,280","1,407"
9/26/2022,"2,751","2,578"
9/27/2022,"3,153","2,990"
9/28/2022,"3,016","2,823"
9/29/2022,"3,092","2,796"
9/30/2022,"2,807","2,649"
10/1/2022,"2,182","1,913"
10/2/2022,"1,143","1,162"
10/3/2022,"2,588","2,513"
10/4/2022,"2,793","2,722"
10/5/2022,"3,048","2,866"
10/6/2022,"2,926","2,573"
10/7/2022,"2,761","2,465"
10/8/2022,"1,987","1,914"
10/9/2022,"1,532","1,497"
10/10/2022,"1,861","1,765"
10/11/2022,"3,003","2,818"
10/12/2022,"3,195","3,008"
10/13/2022,"2,891","2,623"
10/14/2022,"3,033","2,768"
10/15/2022,"2,054","2,116"
10/16/2022,"1,337","1,393"
10/17/2022,"2,770","2,633"
10/18/2022,"3,086","2,925"
10/19/2022,"3,148","2,988"
10/20/2022,"3,133","2,891"
10/21/2022,"2,972","2,929"
10/22/2022,"2,334","2,261"
10/23/2022,"1,427","1,417"
10/24/2022,"2,754","2,616"
10/25/2022,"3,148","2,964"
10/26/2022,"3,108","2,826"
10/27/2022,"3,061","2,779"
10/28/2022,"2,569","2,600"
10/29/2022,"2,131","2,122"
10/30/2022,"1,443","1,425"
10/31/2022,"2,839","2,745"
11/1/2022,"3,169","2,946"
11/2/2022,"3,182","2,970"
11/3/2022,"3,150","2,904"
11/4/2022,"3,178","2,950"
11/5/2022,"2,208","2,074"
11/6/2022,"1,362","1,435"
11/7/2022,"2,595","2,496"
11/8/2022,"2,811","2,639"
11/9/2022,"3,117","2,998"
11/10/2022,"3,297","3,055"
11/11/2022,"2,331","2,052"
11/12/2022,"2,258","2,131"
11/13/2022,"1,470","1,480"
11/14/2022,"2,925","2,711"
11/15/2022,"3,067","2,972"
11/16/2022,"3,330","3,086"
11/17/2022,"3,225","3,052"
11/18/2022,"3,148","2,922"
11/19/2022,"2,101","1,988"
11/20/2022,"1,339","1,272"
11/21/2022,"2,583","2,451"
11/22/2022,"2,709","2,470"
11/23/2022,"2,135","1,814"
11/24/2022,828,689
11/25/2022,"1,523","1,474"
11/26/2022,"1,499","1,553"
11/27/2022,"1,053","1,128"
11/28/2022,"2,663","2,545"
11/29/2022,"2,978","2,904"
11/30/2022,"3,057","2,816"
12/1/2022,"3,345","3,061"
12/2/2022,"3,234","2,989"
12/3/2022,"2,253","2,140"
12/4/2022,"1,575","1,615"
12/5/2022,"2,961","2,784"
12/6/2022,"3,104","2,902"
12/7/2022,"3,146","2,908"
12/8/2022,"3,342","3,128"
12/9/2022,"3,268","2,890"
12/10/2022,"2,118","2,145"
12/11/2022,"1,348","1,470"
12/12/2022,"2,899","2,886"
12/13/2022,"3,385","3,291"
12/14/2022,"3,424","3,324"
12/15/2022,"2,700","2,565"
12/16/2022,"3,242","2,974"
12/17/2022,"2,144","2,060"
12/18/2022,"1,496","1,412"
12/19/2022,"2,601","2,519"
12/20/2022,"2,910","2,665"
12/21/2022,"2,701","2,397"
12/22/2022,"1,957","1,797"
12/23/2022,"1,679","1,477"
12/24/2022,886,722
12/25/2022,388,392
12/26/2022,"1,011",989
12/27/2022,"1,865","1,773"
12/28/2022,"1,852","1,740"
12/29/2022,"2,005","1,881"
12/30/2022,"2,066","1,852"
12/31/2022,"1,241","1,067"
1/1/2023,"1,079","1,099"
1/2/2023,"1,314","1,371"
1/3/2023,"2,724","2,546"
1/4/2023,"2,865","2,695"
1/5/2023,"3,009","2,791"
1/6/2023,"2,910","2,711"
1/7/2023,"1,932","1,906"
1/8/2023,"1,369","1,377"
1/9/2023,"2,795","2,708"
1/10/2023,"3,152","2,891"
1/11/2023,"3,238","3,022"
1/12/2023,"3,135","2,904"
1/13/2023,"3,098","2,854"
1/14/2023,"1,888","1,813"
1/15/2023,"1,472","1,421"
1/16/2023,"1,616","1,585"
1/17/2023,"2,978","2,759"
1/18/2023,"3,135","2,959"
1/19/2023,"3,289","3,018"
1/20/2023,"3,050","2,812"
1/21/2023,"2,050","1,973"
1/22/2023,"1,431","1,435"
1/23/2023,"2,916","2,785"
1/24/2023,"3,256","2,960"
1/25/2023,"2,799","2,663"
1/26/2023,"3,290","3,074"
1/27/2023,"3,077","2,850"
1/28/2023,"2,124","2,025"
1/29/2023,"1,368","1,381"
1/30/2023,"2,828","2,691"
1/31/2023,"3,074","2,894"
2/1/2023,"3,274","3,103"
2/2/2023,"3,210","2,959"
2/3/2023,"2,917","2,752"
2/4/2023,"1,821","1,737"
2/5/2023,"1,335","1,310"
2/6/2023,"2,764","2,660"
2/7/2023,"3,185","2,987"
2/8/2023,"3,195","3,013"
2/9/2023,"3,172","2,895"
2/10/2023,"3,050","2,789"
2/11/2023,"2,128","2,053"
2/12/2023,"1,262","1,283"
2/13/2023,"3,013","2,829"
2/14/2023,"3,376","3,204"
2/15/2023,"3,377","3,142"
2/16/2023,"3,167","2,959"
2/17/2023,"2,842","2,550"
2/18/2023,"2,055","1,958"
2/19/2023,"1,595","1,579"
2/20/2023,"1,771","1,712"
2/21/2023,"2,937","2,643"
2/22/2023,"2,880","2,677"
2/23/2023,"3,021","2,794"
2/24/2023,"2,660","2,479"
2/25/2023,"1,819","1,791"
2/26/2023,"1,326","1,386"
2/27/2023,"2,779","2,773"
2/28/2023,"3,470","3,209"
3/1/2023,"3,192","3,122"
3/2/2023,"3,300","3,004"
3/3/2023,"2,937","2,674"
3/4/2023,"2,096","2,020"
3/5/2023,"1,434","1,480"
3/6/2023,"2,871","2,760"
3/7/2023,"3,289","3,085"
3/8/2023,"3,356","3,107"
3/9/2023,"3,091","2,822"
3/10/2023,"2,713","2,408"
3/11/2023,"1,953","1,966"
3/12/2023,"1,323","1,468"
3/13/2023,"2,791","2,622"
3/14/2023,"3,323","3,169"
3/15/2023,"3,394","3,171"
3/16/2023,"3,388","3,088"
3/17/2023,"3,279","3,021"
3/18/2023,"3,286","2,734"
3/19/2023,"1,543","1,521"
3/20/2023,"2,987","2,786"
3/21/2023,"3,370","3,156"
3/22/2023,"3,503","3,199"
3/23/2023,"3,520","3,169"
3/24/2023,"2,992","2,798"
3/25/2023,"2,155","1,953"
3/26/2023,"2,221","2,357"
3/27/2023,"3,133","2,932"
3/28/2023,"3,663","3,440"
3/29/2023,"3,606","3,377"
3/30/2023,"3,629","3,312"
3/31/2023,"3,332","3,033"
4/1/2023,"2,229","2,188"
4/2/2023,"1,806","1,972"
4/3/2023,"3,199","2,975"
4/4/2023,"3,631","3,363"
4/5/2023,"3,533","3,333"
