,Total Entries,Total Exits
10/26/2021,"1,428","1,444"
10/27/2021,"1,528","1,697"
10/28/2021,"1,519","1,515"
10/29/2021,"1,110","1,162"
10/30/2021,484,519
10/31/2021,368,381
11/1/2021,"1,335","1,315"
11/2/2021,"1,482","1,506"
11/3/2021,"1,495","1,636"
11/4/2021,"1,666","1,684"
11/5/2021,"1,242","1,364"
11/6/2021,"1,599","2,525"
11/7/2021,441,450
11/8/2021,"1,615","1,695"
11/9/2021,"1,562","1,880"
11/10/2021,"1,620","1,680"
11/12/2021,"1,270","1,319"
11/13/2021,622,806
11/14/2021,552,511
11/15/2021,"1,500","1,505"
11/16/2021,"1,653","1,711"
11/17/2021,"1,620","1,683"
11/18/2021,"1,567","1,636"
11/19/2021,"1,239","1,331"
11/20/2021,552,595
11/21/2021,502,584
11/22/2021,"1,432","1,442"
11/23/2021,"1,424","1,527"
11/24/2021,"1,007","1,030"
11/25/2021,299,283
11/26/2021,682,733
11/27/2021,420,474
11/28/2021,357,397
11/29/2021,"1,129","1,335"
11/30/2021,"1,361","1,366"
12/1/2021,"1,461","1,549"
12/2/2021,"1,384","1,394"
12/3/2021,"1,236","1,290"
12/4/2021,592,750
12/5/2021,386,434
12/6/2021,"1,302","1,330"
12/7/2021,"1,479","1,502"
12/8/2021,"1,439","1,494"
12/9/2021,"1,511","1,568"
12/10/2021,"1,384","1,473"
12/11/2021,566,601
12/12/2021,524,525
12/13/2021,"1,365","1,385"
12/14/2021,"1,490","1,536"
12/15/2021,"1,474","1,542"
12/16/2021,"1,335","1,459"
12/17/2021,"1,131","1,124"
12/18/2021,461,561
12/19/2021,405,460
12/20/2021,"1,134","1,111"
12/21/2021,997,"1,054"
12/22/2021,906,947
12/23/2021,716,696
12/24/2021,275,277
12/25/2021,140,148
12/26/2021,322,352
12/27/2021,751,735
12/28/2021,817,872
12/29/2021,802,807
12/30/2021,735,739
12/31/2021,375,429
1/1/2022,185,193
1/2/2022,328,351
1/3/2022,360,362
1/4/2022,675,727
1/5/2022,887,922
1/6/2022,932,952
1/7/2022,476,489
1/8/2022,366,500
1/9/2022,299,347
1/10/2022,978,932
1/11/2022,927,898
1/12/2022,896,960
1/13/2022,969,"1,028"
1/14/2022,833,859
1/15/2022,474,508
1/16/2022,334,337
1/17/2022,291,312
1/18/2022,955,955
1/19/2022,"1,032","1,007"
1/20/2022,799,879
1/21/2022,"1,209","1,103"
1/22/2022,601,555
1/23/2022,354,390
1/24/2022,978,975
1/25/2022,"1,073","1,089"
1/26/2022,"1,127","1,150"
1/27/2022,"1,001","1,022"
1/28/2022,914,923
1/29/2022,414,473
1/30/2022,297,361
1/31/2022,"1,164","1,178"
2/1/2022,"1,277","1,324"
2/2/2022,"1,385","1,301"
2/3/2022,"1,238","1,259"
2/4/2022,"1,024","1,062"
2/5/2022,420,549
2/6/2022,342,494
2/7/2022,"1,310","1,347"
2/8/2022,"1,482","1,460"
2/9/2022,"1,417","1,388"
2/10/2022,"1,381","1,403"
2/11/2022,"1,149","1,209"
2/12/2022,504,642
2/13/2022,331,368
2/14/2022,"1,373","1,379"
2/15/2022,"1,491","1,496"
2/16/2022,"1,447","1,516"
2/17/2022,"1,437","1,446"
2/18/2022,"1,062","1,135"
2/19/2022,637,679
2/20/2022,522,599
2/21/2022,511,580
2/22/2022,"1,400","1,397"
2/23/2022,"1,481","1,505"
2/24/2022,"1,500","1,483"
2/25/2022,"1,218","1,237"
2/26/2022,543,638
2/27/2022,446,491
2/28/2022,"1,584","1,565"
3/1/2022,"1,638","1,654"
3/2/2022,"1,648","1,675"
3/3/2022,"1,639","1,671"
3/4/2022,"1,401","1,468"
3/5/2022,690,772
3/6/2022,446,508
3/7/2022,"1,661","1,671"
3/8/2022,"1,693","1,764"
3/9/2022,"1,653","1,761"
3/10/2022,"1,675","1,766"
3/11/2022,"1,445","1,602"
3/12/2022,538,510
3/13/2022,483,542
3/14/2022,"1,517","1,638"
3/15/2022,"1,782","1,867"
3/16/2022,"1,728","1,925"
3/17/2022,"1,653","1,756"
3/18/2022,"1,451","1,563"
3/19/2022,902,997
3/20/2022,569,675
3/21/2022,"1,817","1,843"
3/22/2022,"2,021","2,090"
3/23/2022,"1,905","1,964"
3/24/2022,"2,006","2,079"
3/25/2022,"1,847","1,823"
3/26/2022,"1,209","1,316"
3/27/2022,767,762
3/28/2022,"1,842","1,893"
3/29/2022,"1,985","2,028"
3/30/2022,"1,937","2,054"
3/31/2022,"1,824","1,884"
4/1/2022,"2,605","2,888"
4/2/2022,"2,138","2,569"
4/3/2022,820,973
4/4/2022,"1,989","1,973"
4/5/2022,"2,144","2,185"
4/6/2022,"2,192","2,239"
4/7/2022,"1,922","1,985"
4/8/2022,"1,809","1,944"
4/9/2022,"2,028","2,822"
4/10/2022,"1,234","1,554"
4/11/2022,"1,951","2,004"
4/12/2022,"2,161","2,217"
4/13/2022,"1,968","2,088"
4/14/2022,"2,017","2,131"
4/15/2022,"1,275","1,454"
4/16/2022,"1,048","1,066"
4/17/2022,549,654
4/18/2022,"1,798","1,818"
4/19/2022,"2,171","2,224"
4/20/2022,"2,294","2,398"
4/21/2022,"2,538","2,723"
4/22/2022,"2,004","2,195"
4/23/2022,"1,054","1,310"
4/24/2022,832,872
4/25/2022,"1,914","1,939"
4/26/2022,"2,153","2,232"
4/27/2022,"2,159","2,288"
4/28/2022,"2,091","2,165"
4/29/2022,"1,619","1,749"
4/30/2022,818,978
5/1/2022,562,612
5/2/2022,"1,941","1,965"
5/3/2022,"2,389","2,514"
5/4/2022,"2,289","2,372"
5/5/2022,"2,093","2,151"
5/6/2022,"1,702","1,785"
5/7/2022,732,741
5/8/2022,545,638
5/9/2022,"2,085","2,133"
5/10/2022,"2,346","2,428"
5/11/2022,"2,445","2,544"
5/12/2022,"3,035","3,038"
5/13/2022,"2,502","2,453"
5/14/2022,"1,772","1,586"
5/15/2022,800,885
5/16/2022,"2,077","2,148"
5/17/2022,"2,683","2,935"
5/18/2022,"2,240","2,267"
5/19/2022,"2,166","2,323"
5/20/2022,"1,786","1,872"
5/21/2022,832,837
5/22/2022,567,584
5/23/2022,"1,946","2,008"
5/24/2022,"2,334","2,444"
5/25/2022,"2,312","2,450"
5/26/2022,"2,165","2,235"
5/27/2022,"1,447","1,516"
5/28/2022,791,927
5/29/2022,905,"1,059"
5/30/2022,723,813
5/31/2022,"2,233","2,257"
6/1/2022,"2,303","2,373"
6/2/2022,"2,281","2,296"
6/3/2022,"1,902","1,978"
6/4/2022,980,"1,064"
6/5/2022,705,807
6/6/2022,"2,081","2,148"
6/7/2022,"2,672","2,639"
6/8/2022,"2,524","2,631"
6/9/2022,"2,458","2,752"
6/10/2022,"1,946","2,136"
6/11/2022,"1,111",984
6/12/2022,"2,169","1,737"
6/13/2022,"2,227","2,237"
6/14/2022,"2,586","2,612"
6/15/2022,"2,733","2,706"
6/16/2022,"2,446","2,643"
6/17/2022,"2,242","2,179"
6/18/2022,"3,482","3,509"
6/19/2022,"1,025","1,020"
6/20/2022,796,890
6/21/2022,"2,608","2,751"
6/22/2022,"2,613","2,621"
6/23/2022,"2,441","2,578"
6/24/2022,"2,222","2,395"
6/25/2022,"1,032","1,200"
6/26/2022,627,707
6/27/2022,"2,146","2,194"
6/28/2022,"2,590","2,619"
6/29/2022,"2,612","2,703"
6/30/2022,"2,477","2,478"
7/1/2022,"1,720","1,828"
7/2/2022,859,"1,019"
7/3/2022,"1,022","1,106"
7/4/2022,"2,344","2,184"
7/5/2022,"2,258","2,337"
7/6/2022,"2,565","2,627"
7/7/2022,"2,430","2,635"
7/8/2022,"1,920","1,974"
7/9/2022,836,844
7/10/2022,793,913
7/11/2022,"2,259","2,220"
7/12/2022,"2,630","2,710"
7/13/2022,"2,637","2,667"
7/14/2022,"2,581","2,696"
7/15/2022,"2,076","2,205"
7/16/2022,"1,317","1,496"
7/17/2022,824,919
7/18/2022,"2,202","2,293"
7/19/2022,"2,651","2,700"
7/20/2022,"2,779","2,907"
7/21/2022,"2,604","2,630"
7/22/2022,"2,092","2,250"
7/23/2022,946,"1,105"
7/24/2022,748,788
7/25/2022,"2,234","2,135"
7/26/2022,"2,718","2,717"
7/27/2022,"2,642","2,754"
7/28/2022,"2,616","2,760"
7/29/2022,"1,938","1,995"
7/30/2022,"1,148","1,137"
7/31/2022,576,494
8/1/2022,"1,978","1,979"
8/2/2022,"2,606","2,491"
8/3/2022,"2,618","2,578"
8/4/2022,"2,446","2,347"
8/5/2022,"1,802","1,927"
8/6/2022,862,973
8/7/2022,692,753
8/8/2022,"2,124","2,141"
8/9/2022,"2,438","2,415"
8/10/2022,"2,594","2,528"
8/11/2022,"2,439","2,494"
8/12/2022,"1,799","1,876"
8/13/2022,954,980
8/14/2022,666,733
8/15/2022,"2,185","2,213"
8/16/2022,"2,598","2,551"
8/17/2022,"2,545","2,603"
8/18/2022,"2,351","2,339"
8/19/2022,"1,809","1,898"
8/20/2022,883,961
8/21/2022,676,674
8/22/2022,"2,015","2,038"
8/23/2022,"2,519","2,568"
8/24/2022,"2,615","2,710"
8/25/2022,"2,354","2,460"
8/26/2022,"1,971","2,081"
8/27/2022,927,"1,020"
8/28/2022,788,816
8/29/2022,"2,198","2,187"
8/30/2022,"2,767","2,717"
8/31/2022,"2,554","2,652"
9/1/2022,"2,554","2,610"
9/2/2022,"1,793","1,798"
9/3/2022,995,964
9/4/2022,"1,109","1,181"
9/5/2022,769,826
9/6/2022,"2,538","2,625"
9/7/2022,"2,848","2,837"
9/8/2022,"2,971","3,064"
9/9/2022,"2,094","2,151"
9/10/2022,936,980
9/11/2022,545,566
9/12/2022,"2,632","2,593"
9/13/2022,"3,222","3,324"
9/14/2022,"3,466","3,851"
9/15/2022,"2,974","3,024"
9/16/2022,"2,145","2,275"
9/17/2022,986,"1,116"
9/18/2022,831,859
9/19/2022,"2,665","2,874"
9/20/2022,"3,206","3,242"
9/21/2022,"3,140","3,235"
9/22/2022,"3,079","3,079"
9/23/2022,"2,332","2,400"
9/24/2022,"1,129","1,203"
9/25/2022,814,853
9/26/2022,"2,397","2,473"
9/27/2022,"3,302","3,302"
9/28/2022,"3,184","3,283"
9/29/2022,"3,064","3,168"
9/30/2022,"2,063","2,101"
10/1/2022,941,927
10/2/2022,671,696
10/3/2022,"2,605","2,571"
10/4/2022,"3,056","3,021"
10/5/2022,"2,759","2,897"
10/6/2022,"2,887","3,075"
10/7/2022,"2,122","2,222"
10/8/2022,"2,007","2,232"
10/9/2022,"1,351","1,589"
10/10/2022,"1,096","1,126"
10/11/2022,"3,067","3,223"
10/12/2022,"3,296","3,383"
10/13/2022,"3,221","3,509"
10/14/2022,"2,225","2,417"
10/15/2022,"1,162","1,371"
10/16/2022,"1,088","1,230"
10/17/2022,"2,579","2,760"
10/18/2022,"3,223","3,345"
10/19/2022,"3,208","3,281"
10/20/2022,"3,037","3,159"
10/21/2022,"2,633","2,660"
10/22/2022,"1,422","1,555"
10/23/2022,807,877
10/24/2022,"2,738","3,158"
10/25/2022,"3,255","3,336"
10/26/2022,"3,199","3,305"
10/27/2022,"3,060","3,212"
10/28/2022,"2,265","2,351"
10/29/2022,"1,061","1,179"
10/30/2022,729,924
10/31/2022,"2,494","2,538"
11/1/2022,"3,113","3,211"
11/2/2022,"3,371","3,445"
11/3/2022,"3,142","3,283"
11/4/2022,"2,297","2,404"
11/5/2022,"1,530","1,863"
11/6/2022,810,"1,006"
11/7/2022,"2,714","2,783"
11/8/2022,"3,122","3,187"
11/9/2022,"3,203","3,355"
11/10/2022,"3,268","3,477"
11/11/2022,"1,184","1,236"
11/12/2022,"1,068","1,205"
11/13/2022,701,744
11/14/2022,"2,533","2,574"
11/15/2022,"3,354","3,450"
11/16/2022,"3,205","3,316"
11/17/2022,"3,199","3,309"
11/18/2022,"2,366","2,392"
11/19/2022,987,"1,055"
11/20/2022,764,767
11/21/2022,"2,372","2,430"
11/22/2022,"2,474","2,533"
11/23/2022,"1,669","1,778"
11/24/2022,494,466
11/25/2022,"1,101","1,216"
11/26/2022,758,984
11/27/2022,460,581
11/28/2022,"2,374","2,445"
11/29/2022,"2,966","3,090"
11/30/2022,"2,912","2,996"
12/1/2022,"2,830","2,949"
12/2/2022,"2,139","2,215"
12/3/2022,"1,078","1,062"
12/4/2022,748,842
12/5/2022,"2,537","2,634"
12/6/2022,"3,066","3,170"
12/7/2022,"3,028","3,500"
12/8/2022,"2,962","3,116"
12/9/2022,"2,546","2,622"
12/10/2022,"1,059","1,273"
12/11/2022,684,814
12/12/2022,"2,293","2,396"
12/13/2022,"3,184","3,234"
12/14/2022,"3,099","3,203"
12/15/2022,"2,558","2,595"
12/16/2022,"2,111","2,323"
12/17/2022,"1,003","1,138"
12/18/2022,645,711
12/19/2022,"2,104","2,206"
12/20/2022,"2,287","2,381"
12/21/2022,"2,070","2,182"
12/22/2022,"1,547","1,542"
12/23/2022,"1,040",982
12/24/2022,315,325
12/25/2022,173,181
12/26/2022,652,730
12/27/2022,"1,630","1,725"
12/28/2022,"1,800","1,822"
12/29/2022,"1,807","1,907"
12/30/2022,"1,625","1,842"
12/31/2022,617,725
1/1/2023,507,644
1/2/2023,752,839
1/3/2023,"2,574","2,557"
1/4/2023,"2,608","2,601"
1/5/2023,"2,444","2,554"
1/6/2023,"1,976","2,013"
1/7/2023,867,"1,100"
1/8/2023,774,790
1/9/2023,"2,505","2,534"
1/10/2023,"3,107","3,164"
1/11/2023,"3,063","3,097"
1/12/2023,"2,893","3,009"
1/13/2023,"2,130","2,237"
1/14/2023,"1,111","1,138"
1/15/2023,895,"1,003"
1/16/2023,866,"1,011"
1/17/2023,"3,197","3,228"
1/18/2023,"3,332","3,391"
1/19/2023,"3,167","3,262"
1/20/2023,"2,624","2,564"
1/21/2023,962,"1,094"
1/22/2023,868,872
1/23/2023,"2,709","2,721"
1/24/2023,"3,310","3,346"
1/25/2023,"3,260","3,319"
1/26/2023,"3,209","3,248"
1/27/2023,"2,255","2,398"
1/28/2023,"1,032","1,194"
1/29/2023,678,722
1/30/2023,"2,644","2,758"
1/31/2023,"3,304","3,471"
2/1/2023,"3,189","3,281"
2/2/2023,"3,287","3,366"
2/3/2023,"2,218","2,249"
2/4/2023,837,927
2/5/2023,711,808
2/6/2023,"2,660","2,655"
2/7/2023,"3,252","3,356"
2/8/2023,"3,217","3,312"
2/9/2023,"2,981","3,229"
2/10/2023,"2,206","2,378"
2/11/2023,"1,097","1,267"
2/12/2023,638,668
2/13/2023,"2,678","2,707"
2/14/2023,"3,352","3,334"
2/15/2023,"3,195","3,276"
2/16/2023,"3,141","3,217"
2/17/2023,"2,110","2,202"
2/18/2023,"1,081","1,376"
2/19/2023,926,"1,061"
2/20/2023,882,"1,018"
2/21/2023,"3,025","3,129"
2/22/2023,"3,025","3,089"
2/23/2023,"3,101","3,305"
2/24/2023,"2,435","2,976"
2/25/2023,"1,038","1,111"
2/26/2023,781,919
2/27/2023,"2,884","2,824"
2/28/2023,"3,391","3,504"
3/1/2023,"3,481","3,636"
3/2/2023,"3,241","3,399"
3/3/2023,"2,276","2,329"
3/4/2023,"1,128","1,311"
3/5/2023,916,"1,086"
3/6/2023,"2,816","2,885"
3/7/2023,"3,503","3,650"
3/8/2023,"3,475","3,693"
3/9/2023,"3,605","3,822"
3/10/2023,"2,258","2,295"
3/11/2023,"1,207","1,315"
3/12/2023,928,"1,029"
3/13/2023,"2,679","2,867"
3/14/2023,"3,501","3,613"
3/15/2023,"3,550","3,661"
3/16/2023,"3,318","3,502"
3/17/2023,"2,556","2,754"
3/18/2023,"2,187","1,645"
3/19/2023,807,819
3/20/2023,"2,826","2,937"
3/21/2023,"3,401","3,610"
3/22/2023,"3,576","3,707"
3/23/2023,"3,359","3,592"
3/24/2023,"2,525","2,642"
3/25/2023,"1,348","1,535"
3/26/2023,"1,523","1,517"
3/27/2023,"3,111","3,166"
3/28/2023,"3,593","3,895"
3/29/2023,"3,676","3,920"
3/30/2023,"3,492","3,729"
3/31/2023,"5,003","5,054"
4/1/2023,"2,841","3,344"
4/2/2023,"1,178","1,306"
4/3/2023,"2,633","2,091"
4/4/2023,"3,596","3,580"
4/5/2023,"3,493","3,547"
