,Total Entries,Total Exits
9/10/2021,"2,310","2,228"
9/11/2021,"2,649","2,656"
9/12/2021,"1,893","2,110"
9/13/2021,"1,975","1,880"
9/14/2021,"1,911","1,813"
9/15/2021,"1,853","1,860"
9/16/2021,"1,861","1,788"
9/17/2021,"2,044","2,023"
9/18/2021,"2,490","2,473"
9/19/2021,"1,774","1,843"
9/20/2021,"1,774","1,754"
9/21/2021,"1,828","1,763"
9/22/2021,"1,696","1,688"
9/23/2021,"1,851","1,812"
9/24/2021,"2,449","2,413"
9/25/2021,"2,907","2,879"
9/26/2021,"1,968","1,929"
9/27/2021,"1,829","1,869"
9/28/2021,"1,819","1,849"
9/29/2021,"2,027","1,988"
9/30/2021,"2,047","1,974"
10/1/2021,"2,728","2,746"
10/2/2021,"3,549","3,666"
10/3/2021,"2,181","2,153"
10/4/2021,"1,799","1,807"
10/5/2021,"2,064","1,962"
10/6/2021,"1,952","1,921"
10/7/2021,"2,214","2,077"
10/8/2021,"2,609","2,526"
10/9/2021,"2,966","2,829"
10/10/2021,"2,161","2,128"
10/12/2021,"2,162","2,122"
10/13/2021,"2,150","2,149"
10/14/2021,"2,329","2,186"
10/15/2021,"2,724","2,680"
10/16/2021,"2,630","2,506"
10/17/2021,"2,261","2,187"
10/18/2021,"1,359","1,367"
10/19/2021,"1,509","1,485"
10/20/2021,"1,520","1,517"
10/21/2021,"1,600","1,566"
10/22/2021,"1,911","1,837"
10/23/2021,"2,162","2,188"
10/24/2021,"1,507","1,484"
10/25/2021,"1,431","1,446"
10/26/2021,"1,529","1,535"
10/27/2021,"1,605","1,604"
10/28/2021,"1,742","1,713"
10/29/2021,"1,446","1,430"
10/30/2021,"1,836","1,860"
10/31/2021,"1,218","1,236"
11/1/2021,"1,463","1,444"
11/2/2021,"1,475","1,502"
11/3/2021,"1,628","1,666"
11/4/2021,"1,865","1,732"
11/5/2021,"1,978","1,944"
11/6/2021,"2,354","2,372"
11/7/2021,"1,456","1,543"
11/8/2021,"1,563","1,495"
11/9/2021,"1,753","1,688"
11/10/2021,"1,717","1,642"
11/12/2021,"2,009","2,020"
11/13/2021,"2,722","2,573"
11/14/2021,"1,302","1,427"
11/15/2021,"1,597","1,593"
11/16/2021,"1,735","1,839"
11/17/2021,"1,815","1,802"
11/18/2021,"1,894","1,903"
11/19/2021,"2,031","1,959"
11/20/2021,"2,133","2,019"
11/21/2021,"1,261","1,267"
11/22/2021,"1,708","1,662"
11/23/2021,"1,882","1,705"
11/24/2021,"1,715","1,546"
11/25/2021,977,854
11/26/2021,"1,423","1,417"
11/27/2021,"1,404","1,482"
11/28/2021,884,"1,061"
11/29/2021,"1,268","1,345"
11/30/2021,"1,616","1,624"
12/1/2021,"1,678","1,689"
12/2/2021,"1,851","1,885"
12/3/2021,"1,870","1,883"
12/4/2021,"1,965","2,014"
12/5/2021,"1,129","1,244"
12/6/2021,"1,538","1,560"
12/7/2021,"1,712","1,656"
12/8/2021,"1,644","1,685"
12/9/2021,"1,811","1,805"
12/10/2021,"1,935","1,924"
12/11/2021,"1,898","2,051"
12/12/2021,"1,447","1,504"
12/13/2021,"1,640","1,601"
12/14/2021,"1,883","1,931"
12/15/2021,"1,939","2,007"
12/16/2021,"2,098","2,104"
12/17/2021,"2,128","2,041"
12/18/2021,"1,981","2,043"
12/19/2021,"1,390","1,287"
12/20/2021,"1,426","1,324"
12/21/2021,"1,351","1,340"
12/22/2021,"1,163","1,136"
12/23/2021,"1,044",977
12/24/2021,698,658
12/25/2021,212,226
12/26/2021,"1,057","1,073"
12/27/2021,947,963
12/28/2021,"2,066","2,041"
12/29/2021,"1,447","1,472"
12/30/2021,"1,595","1,556"
12/31/2021,"1,522","1,539"
1/1/2022,586,614
1/2/2022,882,938
1/3/2022,666,651
1/4/2022,"1,000","1,047"
1/5/2022,957,957
1/6/2022,973,955
1/7/2022,890,877
1/8/2022,"1,096","1,144"
1/9/2022,601,632
1/10/2022,"1,104","1,148"
1/11/2022,"1,119","1,142"
1/12/2022,"1,031","1,074"
1/13/2022,"1,078","1,130"
1/14/2022,"1,369","1,356"
1/15/2022,"1,142","1,271"
1/16/2022,798,895
1/17/2022,762,793
1/18/2022,"1,102","1,131"
1/19/2022,"1,260","1,272"
1/20/2022,"1,250","1,316"
1/21/2022,"1,860","1,909"
1/22/2022,"1,941","1,919"
1/23/2022,989,"1,028"
1/24/2022,"1,168","1,153"
1/25/2022,"1,269","1,240"
1/26/2022,"1,219","1,165"
1/27/2022,"1,401","1,297"
1/28/2022,"1,255","1,253"
1/29/2022,"1,028","1,051"
1/30/2022,961,907
1/31/2022,"1,144","1,216"
2/1/2022,"1,390","1,410"
2/2/2022,"1,443","1,402"
2/3/2022,"1,422","1,473"
2/4/2022,"1,321","1,292"
2/5/2022,"1,349","1,429"
2/6/2022,"1,059","1,129"
2/7/2022,"1,211","1,237"
2/8/2022,"1,428","1,421"
2/9/2022,"1,425","1,430"
2/10/2022,"1,522","1,581"
2/11/2022,"1,690","1,692"
2/12/2022,"2,012","1,987"
2/13/2022,895,851
2/14/2022,"1,403","1,417"
2/15/2022,"1,530","1,473"
2/16/2022,"1,554","1,545"
2/17/2022,"1,592","1,622"
2/18/2022,"1,683","1,700"
2/19/2022,"1,779","1,807"
2/20/2022,"1,692","1,653"
2/21/2022,"1,100","1,226"
2/22/2022,"1,334","1,353"
2/23/2022,"1,488","1,457"
2/24/2022,"1,529","1,541"
2/25/2022,"1,636","1,614"
2/26/2022,"1,622","1,597"
2/27/2022,"1,389","1,397"
2/28/2022,"1,514","1,532"
3/1/2022,"1,638","1,626"
3/2/2022,"1,686","1,733"
3/3/2022,"1,900","1,804"
3/4/2022,"1,937","1,788"
3/5/2022,"2,504","2,538"
3/6/2022,"2,021","2,034"
3/7/2022,"1,485","1,509"
3/8/2022,"1,714","1,698"
3/9/2022,"1,553","1,589"
3/10/2022,"2,269","2,211"
3/11/2022,"2,568","2,494"
3/12/2022,"1,210","1,125"
3/13/2022,"1,554","1,416"
3/14/2022,"2,071","1,963"
3/15/2022,"2,554","2,457"
3/16/2022,"2,596","2,504"
3/17/2022,"2,113","2,061"
3/18/2022,"3,453","3,266"
3/19/2022,"3,425","3,271"
3/20/2022,"2,467","2,394"
3/21/2022,"2,479","2,392"
3/22/2022,"2,658","2,639"
3/23/2022,"1,904","1,888"
3/24/2022,"2,352","2,311"
3/25/2022,"3,302","3,199"
3/26/2022,"4,525","4,311"
3/27/2022,"2,083","2,087"
3/28/2022,"2,000","2,001"
3/29/2022,"2,403","2,271"
3/30/2022,"2,652","2,609"
3/31/2022,"2,286","2,243"
4/1/2022,"3,144","3,156"
4/2/2022,"4,125","3,880"
4/3/2022,"2,821","3,096"
4/4/2022,"2,908","2,630"
4/5/2022,"2,234","2,141"
4/6/2022,"2,774","2,478"
4/7/2022,"2,148","2,070"
4/8/2022,"3,359","3,225"
4/9/2022,"3,648","3,447"
4/10/2022,"2,648","2,519"
4/11/2022,"3,300","3,136"
4/12/2022,"3,778","3,464"
4/13/2022,"3,856","3,678"
4/14/2022,"3,320","3,064"
4/15/2022,"4,305","4,093"
4/16/2022,"4,310","3,809"
4/17/2022,"2,891","2,647"
4/18/2022,"1,851","1,882"
4/19/2022,"3,180","2,969"
4/20/2022,"3,519","3,196"
4/21/2022,"4,137","3,657"
4/22/2022,"4,090","3,821"
4/23/2022,"3,972","3,665"
4/24/2022,"2,934","2,785"
4/25/2022,"2,188","2,124"
4/26/2022,"2,117","2,149"
4/27/2022,"2,326","2,279"
4/28/2022,"2,273","2,239"
4/29/2022,"2,534","2,475"
4/30/2022,"3,396","3,349"
5/1/2022,"1,835","1,933"
5/2/2022,"2,393","2,415"
5/3/2022,"2,517","2,446"
5/4/2022,"2,300","2,214"
5/5/2022,"2,659","2,427"
5/6/2022,"1,971","1,884"
5/7/2022,"1,763","1,626"
5/8/2022,"1,488","1,668"
5/9/2022,"2,087","2,026"
5/10/2022,"2,337","2,251"
5/11/2022,"2,323","2,258"
5/12/2022,"2,639","2,545"
5/13/2022,"2,671","2,624"
5/14/2022,"2,670","2,615"
5/15/2022,"2,126","2,167"
5/16/2022,"1,930","1,905"
5/17/2022,"2,570","2,444"
5/18/2022,"2,727","2,673"
5/19/2022,"2,482","2,425"
5/20/2022,"2,747","2,544"
5/21/2022,"2,646","2,511"
5/22/2022,"1,802","1,847"
5/23/2022,"2,255","2,270"
5/24/2022,"2,306","2,288"
5/25/2022,"2,512","2,542"
5/26/2022,"2,661","2,569"
5/27/2022,"1,970","1,818"
5/28/2022,"3,434","3,463"
5/29/2022,"3,598","3,582"
5/30/2022,"2,559","2,419"
5/31/2022,"2,351","2,237"
6/1/2022,"2,556","2,455"
6/2/2022,"2,370","2,141"
6/3/2022,"3,248","2,916"
6/4/2022,"3,293","3,217"
6/5/2022,"2,872","2,846"
6/6/2022,"2,668","2,574"
6/7/2022,"3,053","3,040"
6/8/2022,"3,166","3,013"
6/9/2022,"3,521","3,261"
6/10/2022,"3,577","3,548"
6/11/2022,"3,581","3,641"
6/12/2022,"2,738","2,639"
6/13/2022,"3,115","2,929"
6/14/2022,"3,046","3,146"
6/15/2022,"3,503","3,420"
6/16/2022,"3,477","3,285"
6/17/2022,"3,596","3,511"
6/18/2022,"4,543","4,588"
6/19/2022,"3,358","3,259"
6/20/2022,"3,414","3,328"
6/21/2022,"3,046","3,047"
6/22/2022,"3,016","3,006"
6/23/2022,"3,211","3,029"
6/24/2022,"4,181","4,052"
6/25/2022,"3,790","3,701"
6/26/2022,"2,430","2,363"
6/27/2022,"2,323","2,317"
6/28/2022,"3,351","3,356"
6/29/2022,"3,525","3,312"
6/30/2022,"2,971","2,928"
7/1/2022,"3,285","3,172"
7/2/2022,"3,156","3,069"
7/3/2022,"3,744","3,611"
7/4/2022,"3,374","3,379"
7/5/2022,"2,803","2,787"
7/6/2022,"2,952","2,789"
7/7/2022,"2,820","2,618"
7/8/2022,"3,096","2,940"
7/9/2022,"1,821","1,886"
7/10/2022,"2,930","3,057"
7/11/2022,"2,649","2,666"
7/12/2022,"2,719","2,804"
7/13/2022,"3,365","3,130"
7/14/2022,"3,708","3,552"
7/15/2022,"3,915","3,654"
7/16/2022,"3,809","3,778"
7/17/2022,"2,872","2,760"
7/18/2022,"2,497","2,443"
7/19/2022,"3,056","2,992"
7/20/2022,"3,148","2,974"
7/21/2022,"3,066","2,916"
7/22/2022,"3,136","3,071"
7/23/2022,"3,197","3,178"
7/24/2022,"2,006","2,047"
7/25/2022,"2,254","2,226"
7/26/2022,"2,950","2,865"
7/27/2022,"3,113","2,887"
7/28/2022,"3,175","3,026"
7/29/2022,"3,007","2,987"
7/30/2022,"3,846","3,786"
7/31/2022,27,25
8/1/2022,"1,618","2,047"
8/2/2022,"2,875","2,774"
8/3/2022,"2,825","2,736"
8/4/2022,"2,475","2,403"
8/5/2022,"2,449","2,388"
8/6/2022,"2,453","2,585"
8/7/2022,"2,000","1,988"
8/8/2022,"2,318","2,232"
8/9/2022,"2,370","2,323"
8/10/2022,"2,205","2,247"
8/11/2022,"2,636","2,460"
8/12/2022,"3,019","2,775"
8/13/2022,"3,415","3,394"
8/14/2022,"2,374","2,487"
8/15/2022,"2,180","2,212"
8/16/2022,"2,649","2,495"
8/17/2022,"2,699","2,715"
8/18/2022,"2,653","2,548"
8/19/2022,"2,810","2,738"
8/20/2022,"3,018","2,949"
8/21/2022,"1,809","1,820"
8/22/2022,"2,092","2,089"
8/23/2022,"2,393","2,354"
8/24/2022,"2,443","2,344"
8/25/2022,"2,408","2,454"
8/26/2022,"2,562","2,528"
8/27/2022,"2,705","2,745"
8/28/2022,"1,824","1,807"
8/29/2022,"1,892","2,061"
8/30/2022,"2,243","2,224"
8/31/2022,"2,312","2,244"
9/1/2022,"2,339","2,236"
9/2/2022,"2,639","2,533"
9/3/2022,"3,307","3,414"
9/4/2022,"3,128","3,169"
9/5/2022,"2,028","2,027"
9/6/2022,"2,118","2,053"
9/7/2022,"2,298","2,292"
9/8/2022,"2,902","2,922"
9/9/2022,"2,681","2,612"
9/10/2022,"2,743","2,890"
9/11/2022,"1,270","1,428"
9/12/2022,"1,975","2,099"
9/13/2022,"2,545","2,535"
9/14/2022,"2,698","2,585"
9/15/2022,"2,595","2,544"
9/16/2022,"2,674","2,655"
9/17/2022,"2,985","3,112"
9/18/2022,"2,227","2,322"
9/19/2022,"2,183","2,165"
9/20/2022,"2,449","2,530"
9/21/2022,"2,577","2,487"
9/22/2022,"2,553","2,401"
9/23/2022,"2,855","2,896"
9/24/2022,"3,390","3,482"
9/25/2022,"1,871","1,974"
9/26/2022,"2,469","2,402"
9/27/2022,"2,673","2,629"
9/28/2022,"2,795","2,738"
9/29/2022,"2,749","2,699"
9/30/2022,"2,615","2,543"
10/1/2022,"1,738","1,832"
10/2/2022,"1,190","1,221"
10/3/2022,"1,949","1,986"
10/4/2022,"2,319","2,332"
10/5/2022,"2,719","2,756"
10/6/2022,"3,164","3,069"
10/7/2022,"3,426","3,303"
10/8/2022,"3,684","3,551"
10/9/2022,"3,353","2,967"
10/10/2022,"2,771","2,769"
10/11/2022,"2,917","2,880"
10/12/2022,"3,100","3,078"
10/13/2022,"2,519","2,432"
10/14/2022,"3,116","2,907"
10/15/2022,"3,727","3,860"
10/16/2022,"2,261","2,321"
10/17/2022,"2,288","2,253"
10/18/2022,"2,701","2,651"
10/19/2022,"2,857","2,849"
10/20/2022,"2,805","2,701"
10/21/2022,"3,021","2,937"
10/22/2022,"3,317","3,103"
10/23/2022,"2,020","2,008"
10/24/2022,"2,358","2,274"
10/25/2022,"2,848","2,811"
10/26/2022,"2,697","2,689"
10/27/2022,"2,814","2,826"
10/28/2022,"3,105","2,999"
10/29/2022,"3,211","3,154"
10/30/2022,"2,257","2,071"
10/31/2022,"1,951","1,955"
11/1/2022,"2,464","2,453"
11/2/2022,"2,658","2,587"
11/3/2022,"2,693","2,615"
11/4/2022,"2,900","2,732"
11/5/2022,"3,631","3,514"
11/6/2022,"2,274","2,328"
11/7/2022,"2,359","2,378"
11/8/2022,"2,663","2,562"
11/9/2022,"2,636","2,489"
11/10/2022,"2,863","2,712"
11/11/2022,"2,034","1,904"
11/12/2022,"3,788","3,721"
11/13/2022,"1,882","1,997"
11/14/2022,"2,101","2,047"
11/15/2022,"2,399","2,366"
11/16/2022,"2,694","2,669"
11/17/2022,"2,611","2,508"
11/18/2022,"2,540","2,452"
11/19/2022,"2,305","2,079"
11/20/2022,"1,435","1,407"
11/21/2022,"2,035","1,907"
11/22/2022,"2,217","2,067"
11/23/2022,"2,239","2,003"
11/24/2022,"1,238","1,084"
11/25/2022,"2,063","2,140"
11/26/2022,"2,597","2,677"
11/27/2022,"1,072","1,273"
11/28/2022,"1,869","1,900"
11/29/2022,"2,387","2,354"
11/30/2022,"2,367","2,374"
12/1/2022,"2,626","2,504"
12/2/2022,"3,242","3,203"
12/3/2022,"2,977","2,852"
12/4/2022,"2,396","2,359"
12/5/2022,"2,317","2,401"
12/6/2022,"2,703","2,623"
12/7/2022,"2,934","2,685"
12/8/2022,"3,080","2,970"
12/9/2022,"3,596","3,741"
12/10/2022,"3,462","3,369"
12/11/2022,"2,057","2,182"
12/12/2022,"2,204","2,121"
12/13/2022,"2,790","2,791"
12/14/2022,"2,616","2,478"
12/15/2022,"2,072","1,969"
12/16/2022,"3,348","3,303"
12/17/2022,"3,066","3,009"
12/18/2022,"1,967","1,920"
12/19/2022,"2,362","2,402"
12/20/2022,"2,574","2,432"
12/21/2022,"2,605","2,538"
12/22/2022,"1,322","1,221"
12/23/2022,"1,197","1,107"
12/24/2022,617,503
12/25/2022,293,299
12/26/2022,"1,251","1,284"
12/27/2022,"1,962","2,055"
12/28/2022,"2,729","2,828"
12/29/2022,"2,993","2,936"
12/30/2022,"3,706","3,569"
12/31/2022,"1,134","1,273"
1/1/2023,"1,625","1,713"
1/2/2023,"1,698","1,759"
1/3/2023,"2,072","2,073"
1/4/2023,"2,096","2,061"
1/5/2023,"2,291","2,227"
1/6/2023,"2,135","2,110"
1/7/2023,"2,029","2,122"
1/8/2023,"1,419","1,498"
1/9/2023,"1,943","2,030"
1/10/2023,"2,390","2,372"
1/11/2023,"2,397","2,316"
1/12/2023,"2,530","2,383"
1/13/2023,"2,440","2,422"
1/14/2023,"1,961","1,962"
1/15/2023,"1,883","1,930"
1/16/2023,"1,885","1,904"
1/17/2023,"2,319","2,246"
1/18/2023,"2,596","2,496"
1/19/2023,"2,627","2,661"
1/20/2023,"2,734","2,769"
1/21/2023,"2,375","2,256"
1/22/2023,"1,377","1,442"
1/23/2023,"1,991","2,068"
1/24/2023,"2,524","2,447"
1/25/2023,"2,288","2,267"
1/26/2023,"2,644","2,562"
1/27/2023,"2,478","2,422"
1/28/2023,"2,507","2,533"
1/29/2023,"1,442","1,425"
1/30/2023,"2,060","2,103"
1/31/2023,"2,313","2,229"
2/1/2023,"2,400","2,363"
2/2/2023,"2,381","2,337"
2/3/2023,"2,147","2,106"
2/4/2023,"1,626","1,635"
2/5/2023,"1,471","1,581"
2/6/2023,"2,123","2,197"
2/7/2023,"2,720","2,545"
2/8/2023,"2,899","2,790"
2/9/2023,"2,867","2,790"
2/10/2023,"2,956","2,898"
2/11/2023,"2,795","2,748"
2/12/2023,"1,355","1,320"
2/13/2023,"2,236","2,290"
2/14/2023,"2,796","2,692"
2/15/2023,"2,779","2,620"
2/16/2023,"2,458","2,381"
2/17/2023,"2,134","2,046"
2/18/2023,"2,627","2,659"
2/19/2023,"3,014","2,904"
2/20/2023,"2,654","2,655"
2/21/2023,"2,761","2,626"
2/22/2023,"2,516","2,412"
2/23/2023,"3,151","2,971"
2/24/2023,"2,528","2,474"
2/25/2023,"1,982","2,085"
2/26/2023,"1,672","1,655"
2/27/2023,"2,292","2,235"
2/28/2023,"2,701","2,682"
3/1/2023,"3,262","3,184"
3/2/2023,"3,238","3,048"
3/3/2023,"2,458","2,326"
3/4/2023,"2,942","2,872"
3/5/2023,"2,732","2,683"
3/6/2023,"2,718","2,672"
3/7/2023,"3,252","3,208"
3/8/2023,"2,997","2,842"
3/9/2023,"2,924","2,808"
3/10/2023,"2,573","2,451"
3/11/2023,"2,861","2,911"
3/12/2023,"2,134","2,223"
3/13/2023,"2,508","2,447"
3/14/2023,"3,121","3,012"
3/15/2023,"3,616","3,442"
3/16/2023,"4,372","4,153"
3/17/2023,"4,027","3,984"
3/18/2023,"4,755","4,369"
3/19/2023,"2,496","2,317"
3/20/2023,"2,717","2,679"
3/21/2023,"3,342","3,256"
3/22/2023,"3,523","3,330"
3/23/2023,"3,563","3,382"
3/24/2023,"2,813","2,666"
3/25/2023,"3,462","3,292"
3/26/2023,"5,300","5,124"
3/27/2023,"3,072","3,008"
3/28/2023,"3,921","3,768"
3/29/2023,"3,894","3,678"
3/30/2023,"3,748","3,706"
3/31/2023,"4,061","3,891"
4/1/2023,"4,029","3,949"
4/2/2023,"4,675","4,596"
4/3/2023,"5,397","5,207"
4/4/2023,"6,744","6,123"
4/5/2023,"6,246","5,736"
