,Total Entries,Total Exits
10/17/2021,"1,303","1,330"
10/18/2021,"1,663","1,441"
10/19/2021,"1,617","1,476"
10/20/2021,"1,496","1,526"
10/21/2021,"1,654","1,542"
10/22/2021,"1,772","1,695"
10/23/2021,0,19
10/24/2021,1,25
10/25/2021,"1,556","1,345"
10/26/2021,"1,521","1,462"
10/27/2021,"1,676","1,642"
10/28/2021,"1,559","1,570"
10/29/2021,"1,601","1,468"
10/30/2021,"1,288","1,179"
10/31/2021,803,854
11/1/2021,"1,531","1,451"
11/2/2021,"1,510","1,463"
11/3/2021,"1,617","1,562"
11/4/2021,"1,592","1,641"
11/5/2021,"1,712","1,722"
11/6/2021,"1,484","1,456"
11/7/2021,962,"1,030"
11/8/2021,"1,669","1,588"
11/9/2021,"1,617","1,554"
11/10/2021,"1,639","1,634"
11/12/2021,"1,641","1,547"
11/13/2021,"1,450","1,343"
11/14/2021,"1,151","1,113"
11/15/2021,"1,670","1,572"
11/16/2021,"1,658","1,531"
11/17/2021,"1,640","1,632"
11/18/2021,"1,784","1,734"
11/19/2021,"1,612","1,624"
11/20/2021,"1,226","1,282"
11/21/2021,933,986
11/22/2021,"1,697","1,811"
11/23/2021,"1,657","1,866"
11/24/2021,"1,817","2,123"
11/25/2021,619,843
11/26/2021,"1,776","1,455"
11/27/2021,"1,501","1,166"
11/28/2021,"1,307",792
11/29/2021,"1,707","1,392"
11/30/2021,"1,690","1,520"
12/1/2021,"1,719","1,642"
12/2/2021,"1,826","1,861"
12/3/2021,"1,786","1,659"
12/4/2021,"1,483","1,435"
12/5/2021,805,865
12/6/2021,"1,569","1,601"
12/7/2021,"1,537","1,505"
12/8/2021,"1,546","1,499"
12/9/2021,"1,583","1,604"
12/10/2021,"1,993","1,855"
12/11/2021,"1,483","1,454"
12/12/2021,"1,083","1,214"
12/13/2021,"1,543","1,587"
12/14/2021,"1,696","1,705"
12/15/2021,"1,626","1,622"
12/16/2021,"1,725","1,769"
12/17/2021,"1,726","1,638"
12/18/2021,"1,696","1,603"
12/19/2021,"1,068","1,292"
12/20/2021,"1,493","1,538"
12/21/2021,"1,354","1,472"
12/22/2021,"1,377","1,503"
12/23/2021,"1,378","1,542"
12/24/2021,706,887
12/25/2021,440,447
12/26/2021,"1,145","1,011"
12/27/2021,"1,281","1,082"
12/28/2021,"1,560","1,329"
12/29/2021,"1,684","1,440"
12/30/2021,"1,406","1,263"
12/31/2021,"1,119",937
1/1/2022,746,797
1/2/2022,"1,076",994
1/3/2022,867,651
1/4/2022,"1,139",878
1/5/2022,"1,157","1,091"
1/6/2022,"1,126","1,065"
1/7/2022,777,649
1/8/2022,866,667
1/9/2022,561,438
1/10/2022,"1,222","1,183"
1/11/2022,"1,048","1,032"
1/12/2022,"1,127","1,165"
1/13/2022,"1,114","1,070"
1/14/2022,"1,206","1,123"
1/15/2022,951,900
1/16/2022,727,669
1/17/2022,470,497
1/18/2022,"1,203","1,166"
1/19/2022,"1,196","1,135"
1/20/2022,932,973
1/21/2022,"1,344","1,347"
1/22/2022,923,861
1/23/2022,669,644
1/24/2022,"1,256","1,212"
1/25/2022,"1,238","1,247"
1/26/2022,"1,264","1,198"
1/27/2022,"1,165","1,188"
1/28/2022,"1,135","1,129"
1/29/2022,757,687
1/30/2022,549,526
1/31/2022,"1,104","1,122"
2/1/2022,"1,240","1,238"
2/2/2022,"1,373","1,334"
2/3/2022,"1,224","1,236"
2/4/2022,"1,245","1,203"
2/5/2022,972,926
2/6/2022,628,673
2/7/2022,"1,272","1,234"
2/8/2022,"1,390","1,387"
2/9/2022,"1,426","1,407"
2/10/2022,"1,325","1,357"
2/11/2022,"1,420","1,425"
2/12/2022,"1,105","1,017"
2/13/2022,574,590
2/14/2022,"1,254","1,218"
2/15/2022,"1,315","1,336"
2/16/2022,"1,421","1,464"
2/17/2022,"1,418","1,472"
2/18/2022,"1,493","1,454"
2/19/2022,"1,274","1,180"
2/20/2022,901,955
2/21/2022,"1,139","1,099"
2/22/2022,"1,602","1,570"
2/23/2022,"1,664","1,587"
2/24/2022,"1,493","1,442"
2/25/2022,"1,452","1,443"
2/26/2022,"1,257","1,090"
2/27/2022,"1,012",938
2/28/2022,"1,645","1,571"
3/1/2022,"1,616","1,644"
3/2/2022,"1,750","1,712"
3/3/2022,"1,773","1,841"
3/4/2022,"1,705","1,730"
3/5/2022,"1,620","1,554"
3/6/2022,"1,187","1,193"
3/7/2022,"1,971","1,833"
3/8/2022,"1,833","1,840"
3/9/2022,"1,740","1,758"
3/10/2022,"1,968","1,973"
3/11/2022,"2,024","2,024"
3/12/2022,"1,082",910
3/13/2022,916,867
3/14/2022,"1,728","1,639"
3/15/2022,"2,150","2,045"
3/16/2022,"2,129","2,033"
3/17/2022,"1,951","1,869"
3/18/2022,"2,163","2,183"
3/19/2022,"2,005","1,951"
3/20/2022,"1,508","1,469"
3/21/2022,"2,131","1,967"
3/22/2022,"2,663","2,587"
3/23/2022,"2,143","2,105"
3/24/2022,"2,261","2,142"
3/25/2022,"2,849","2,680"
3/26/2022,"3,782","3,630"
3/27/2022,"1,629","1,637"
3/28/2022,"2,123","2,072"
3/29/2022,"2,206","2,079"
3/30/2022,"2,280","2,190"
3/31/2022,"2,261","2,172"
4/1/2022,"2,455","2,168"
4/2/2022,"2,458","2,354"
4/3/2022,"1,670","1,713"
4/4/2022,"2,237","2,157"
4/5/2022,"2,211","2,157"
4/6/2022,"2,208","2,295"
4/7/2022,"2,374","2,281"
4/8/2022,"2,530","2,367"
4/9/2022,"2,646","2,626"
4/10/2022,"1,845","1,929"
4/11/2022,"2,308","2,065"
4/12/2022,"2,722","2,575"
4/13/2022,"2,439","2,514"
4/14/2022,"2,393","2,382"
4/15/2022,"2,326","2,355"
4/16/2022,"1,941","2,108"
4/17/2022,"1,134","1,288"
4/18/2022,"2,002","1,921"
4/19/2022,"2,309","2,284"
4/20/2022,"2,472","2,437"
4/21/2022,"2,572","2,439"
4/22/2022,"2,361","2,275"
4/23/2022,"2,214","2,212"
4/24/2022,"1,683","1,664"
4/25/2022,"2,126","2,038"
4/26/2022,532,"2,501"
4/27/2022,"2,475","2,400"
4/28/2022,"2,470","2,459"
4/29/2022,"2,240","2,193"
4/30/2022,"1,916","1,792"
5/1/2022,"1,324","1,346"
5/2/2022,"2,128","2,040"
5/3/2022,"2,411","2,434"
5/4/2022,"2,377","2,369"
5/5/2022,"2,368","2,359"
5/6/2022,"1,749","1,836"
5/7/2022,"1,366","1,468"
5/8/2022,"1,108","1,190"
5/9/2022,"2,288","2,182"
5/10/2022,"2,674","2,549"
5/11/2022,"2,620","2,601"
5/12/2022,"2,778","2,689"
5/13/2022,"2,589","2,521"
5/14/2022,"2,313","2,247"
5/15/2022,"1,713","1,651"
5/16/2022,"2,101","2,075"
5/17/2022,"2,664","2,556"
5/18/2022,"2,667","2,684"
5/19/2022,"2,482","2,522"
5/20/2022,"2,268","2,263"
5/21/2022,"1,876","1,842"
5/22/2022,"1,242","1,222"
5/23/2022,"2,619","2,555"
5/24/2022,"2,975","2,916"
5/25/2022,"3,001","2,981"
5/26/2022,"2,781","2,684"
5/27/2022,"2,246","2,243"
5/28/2022,"2,556","2,549"
5/29/2022,"2,289","2,427"
5/30/2022,"1,773","1,751"
5/31/2022,"2,644","2,574"
6/1/2022,"2,946","2,740"
6/2/2022,"2,674","2,670"
6/3/2022,"2,699","2,559"
6/4/2022,"2,318","2,298"
6/5/2022,"1,796","1,774"
6/6/2022,"2,815","2,638"
6/7/2022,"3,061","2,980"
6/8/2022,"3,230","3,060"
6/9/2022,"3,034","2,922"
6/10/2022,"2,918","2,741"
6/11/2022,"3,443","3,131"
6/12/2022,"2,186","2,251"
6/13/2022,"2,832","2,717"
6/14/2022,"3,193","3,075"
6/15/2022,"3,334","3,224"
6/16/2022,"3,222","3,138"
6/17/2022,"3,444","3,259"
6/18/2022,"3,475","3,466"
6/19/2022,"2,257","2,281"
6/20/2022,"2,116","1,992"
6/21/2022,"3,307","3,081"
6/22/2022,"3,262","3,162"
6/23/2022,"3,202","3,083"
6/24/2022,"3,271","3,127"
6/25/2022,"2,572","2,432"
6/26/2022,"1,690","1,723"
6/27/2022,"2,779","2,697"
6/28/2022,"3,292","3,240"
6/29/2022,"3,277","3,228"
6/30/2022,"3,180","3,052"
7/1/2022,"2,886","2,792"
7/2/2022,"2,221","2,157"
7/3/2022,"2,229","2,188"
7/4/2022,"3,807","3,665"
7/5/2022,"2,999","3,054"
7/6/2022,"3,065","2,984"
7/7/2022,"3,092","2,970"
7/8/2022,"2,713","2,532"
7/9/2022,"1,859","1,761"
7/10/2022,"1,902","1,905"
7/11/2022,"2,818","2,658"
7/12/2022,"3,347","3,216"
7/13/2022,"3,563","3,391"
7/14/2022,"3,359","3,146"
7/15/2022,"3,287","3,125"
7/16/2022,"2,798","2,708"
7/17/2022,"2,033","2,029"
7/18/2022,"2,766","2,649"
7/19/2022,"3,395","3,226"
7/20/2022,"3,550","3,416"
7/21/2022,"3,055","2,948"
7/22/2022,"2,891","2,781"
7/23/2022,"2,342","2,286"
7/24/2022,"1,640","1,674"
7/25/2022,"2,661","2,547"
7/26/2022,"3,130","3,094"
7/27/2022,"3,290","3,236"
7/28/2022,"3,385","3,243"
7/29/2022,"3,324","3,154"
7/30/2022,"3,534","3,321"
7/31/2022,"2,183","2,404"
8/1/2022,"2,969","2,826"
8/2/2022,"3,602","3,436"
8/3/2022,"3,440","3,376"
8/4/2022,"3,312","3,229"
8/5/2022,"2,760","2,631"
8/6/2022,"2,431","2,448"
8/7/2022,"1,713","1,744"
8/8/2022,"2,848","2,691"
8/9/2022,"3,022","3,027"
8/10/2022,"3,052","3,141"
8/11/2022,"3,171","3,215"
8/12/2022,"3,524","3,308"
8/13/2022,"2,850","2,772"
8/14/2022,"1,903","1,978"
8/15/2022,"2,767","2,654"
8/16/2022,"3,505","3,329"
8/17/2022,"3,212","3,212"
8/18/2022,"3,059","3,138"
8/19/2022,"2,792","2,755"
8/20/2022,"2,348","2,431"
8/21/2022,"1,443","1,536"
8/22/2022,"2,507","2,396"
8/23/2022,"3,137","3,045"
8/24/2022,"3,083","3,082"
8/25/2022,"3,057","3,034"
8/26/2022,"2,888","2,827"
8/27/2022,"2,310","2,131"
8/28/2022,"1,876","1,810"
8/29/2022,"2,672","2,625"
8/30/2022,"2,953","2,972"
8/31/2022,"2,759","3,013"
9/1/2022,"3,055","2,948"
9/2/2022,"2,629","2,695"
9/3/2022,"2,577","2,536"
9/4/2022,"1,987","1,990"
9/5/2022,"1,504","1,419"
9/6/2022,"3,085","2,961"
9/7/2022,"3,168","3,077"
9/8/2022,"3,547","3,410"
9/9/2022,"2,685","2,689"
9/10/2022,"2,033","2,060"
9/11/2022,"1,399","1,402"
9/12/2022,"2,765","2,630"
9/13/2022,"3,429","3,383"
9/14/2022,"3,504","3,445"
9/15/2022,"3,326","3,326"
9/16/2022,"2,913","3,013"
9/17/2022,"2,562","2,481"
9/18/2022,"1,873","1,816"
9/19/2022,"2,702","2,500"
9/20/2022,"3,426","3,352"
9/21/2022,"3,302","3,263"
9/22/2022,"3,237","3,227"
9/23/2022,"2,789","2,870"
9/24/2022,"2,574","2,590"
9/25/2022,"1,667","1,666"
9/26/2022,"2,942","2,807"
9/27/2022,"3,634","3,535"
9/28/2022,"3,513","3,440"
9/29/2022,"3,233","3,297"
9/30/2022,"2,748","2,842"
10/1/2022,"2,150","2,105"
10/2/2022,"1,273","1,359"
10/3/2022,"2,683","2,604"
10/4/2022,"3,202","3,154"
10/5/2022,"3,347","3,332"
10/6/2022,"3,509","3,345"
10/7/2022,"3,300","3,191"
10/8/2022,"2,665","2,707"
10/9/2022,"2,160","2,244"
10/10/2022,"2,486","2,357"
10/11/2022,"3,641","3,541"
10/12/2022,"3,732","3,641"
10/13/2022,"3,354","3,312"
10/14/2022,"3,330","3,305"
10/15/2022,"2,570","2,560"
10/16/2022,"1,782","1,726"
10/17/2022,"2,904","2,611"
10/18/2022,"3,487","3,378"
10/19/2022,"3,453","3,412"
10/20/2022,"3,427","3,404"
10/21/2022,"2,952","3,049"
10/22/2022,"2,621","2,643"
10/23/2022,"2,085","2,031"
10/24/2022,"2,781","2,783"
10/25/2022,"3,625","3,412"
10/26/2022,"3,496","3,443"
10/27/2022,"3,518","3,433"
10/28/2022,"2,938","2,954"
10/29/2022,"2,617","2,490"
10/30/2022,"2,083","2,170"
10/31/2022,"2,593","2,638"
11/1/2022,"3,534","3,473"
11/2/2022,"3,476","3,421"
11/3/2022,"3,255","3,285"
11/4/2022,"3,056","3,056"
11/5/2022,"2,684","2,723"
11/6/2022,"1,734","1,761"
11/7/2022,"2,924","2,880"
11/8/2022,"3,225","3,275"
11/9/2022,"3,750","3,785"
11/10/2022,"3,576","3,556"
11/11/2022,"2,108","1,879"
11/12/2022,"2,367","2,275"
11/13/2022,"1,531","1,584"
11/14/2022,"2,828","2,705"
11/15/2022,"3,239","2,969"
11/16/2022,"1,965","1,876"
11/17/2022,"1,798","1,751"
11/18/2022,"1,491","1,417"
11/19/2022,"1,281","1,173"
11/20/2022,707,735
11/21/2022,"1,312","1,284"
11/22/2022,"1,539","1,520"
11/23/2022,"1,418","1,381"
11/24/2022,415,496
11/25/2022,"1,252","1,126"
11/26/2022,"1,131","1,116"
11/27/2022,613,624
11/28/2022,"1,230","1,242"
11/29/2022,"1,604","1,588"
11/30/2022,"1,537","1,459"
12/1/2022,"1,561","1,493"
12/2/2022,"1,374","1,264"
12/3/2022,980,899
12/4/2022,579,593
12/5/2022,"1,346","1,322"
12/6/2022,"1,607","1,530"
12/7/2022,"1,611","1,565"
12/8/2022,"1,730","1,722"
12/9/2022,"1,491","1,394"
12/10/2022,"1,088","1,021"
12/11/2022,663,686
12/12/2022,"1,314","1,256"
12/13/2022,"1,621","1,627"
12/14/2022,"1,651","1,656"
12/15/2022,"1,357","1,348"
12/16/2022,"1,398","1,275"
12/17/2022,"1,307","1,212"
12/18/2022,703,739
12/19/2022,"1,337","1,285"
12/20/2022,"1,530","1,460"
12/21/2022,"1,447","1,399"
12/22/2022,944,931
12/23/2022,860,808
12/24/2022,286,337
12/25/2022,240,237
12/26/2022,661,657
12/27/2022,"1,161","1,108"
12/28/2022,"1,298","1,224"
12/29/2022,"1,357","1,231"
12/30/2022,"1,318","1,210"
12/31/2022,853,533
1/1/2023,648,770
1/2/2023,684,697
1/3/2023,"1,441","1,429"
1/4/2023,"1,425","1,407"
1/5/2023,"1,425","1,426"
1/6/2023,"1,312","1,179"
1/7/2023,855,813
1/8/2023,691,707
1/9/2023,"1,223","1,209"
1/10/2023,"1,583","1,539"
1/11/2023,"1,725","1,678"
1/12/2023,"1,609","1,573"
1/13/2023,"1,285","1,180"
1/14/2023,956,900
1/15/2023,664,674
1/16/2023,839,897
1/17/2023,"1,657","1,653"
1/18/2023,"1,673","1,652"
1/19/2023,"1,555","1,540"
1/20/2023,"1,425","1,324"
1/21/2023,"1,068","1,053"
1/22/2023,669,692
1/23/2023,"1,227","1,143"
1/24/2023,"1,632","1,612"
1/25/2023,"1,583","1,595"
1/26/2023,"1,730","1,670"
1/27/2023,"1,362","1,271"
1/28/2023,"1,192","1,132"
1/29/2023,629,665
1/30/2023,"1,253","1,244"
1/31/2023,"1,673","1,632"
2/1/2023,"1,563","1,494"
2/2/2023,"1,507","1,503"
2/3/2023,"1,122","1,091"
2/4/2023,734,680
2/5/2023,541,578
2/6/2023,"1,224","1,216"
2/7/2023,"1,603","1,587"
2/8/2023,"1,668","1,595"
2/9/2023,"1,604","1,548"
2/10/2023,"1,326","1,185"
2/11/2023,972,868
2/12/2023,495,560
2/13/2023,"1,188","1,171"
2/14/2023,"1,644","1,620"
2/15/2023,"1,648","1,615"
2/16/2023,"1,601","1,615"
2/17/2023,995,993
2/18/2023,963,894
2/19/2023,752,825
2/20/2023,817,843
2/21/2023,"1,588","1,621"
2/22/2023,"1,609","1,608"
2/23/2023,"1,674","1,655"
2/24/2023,"1,236","1,192"
2/25/2023,931,873
2/26/2023,635,693
2/27/2023,"1,281","1,221"
2/28/2023,"1,618","1,580"
3/1/2023,"1,638","1,563"
3/2/2023,"1,549","1,506"
3/3/2023,"1,258","1,174"
3/4/2023,961,894
3/5/2023,817,838
3/6/2023,"1,279","1,318"
3/7/2023,"1,647","1,632"
3/8/2023,"1,609","1,605"
3/9/2023,"1,746","1,648"
3/10/2023,"1,246","1,199"
3/11/2023,"1,226","1,122"
3/12/2023,654,667
3/13/2023,"1,297","1,291"
3/14/2023,"1,649","1,618"
3/15/2023,"1,790","1,700"
3/16/2023,"1,772","1,746"
3/17/2023,"1,513","1,424"
3/18/2023,"1,455","1,348"
3/19/2023,781,815
3/20/2023,"1,225","1,210"
3/21/2023,"1,856","1,822"
3/22/2023,"1,922","1,860"
3/23/2023,"1,936","1,806"
3/24/2023,"1,256","1,166"
3/25/2023,"1,311","1,249"
3/26/2023,"2,597","2,247"
3/27/2023,"1,511","1,481"
3/28/2023,"1,810","1,804"
3/29/2023,"1,949","1,880"
3/30/2023,"1,877","1,719"
3/31/2023,"1,460","1,339"
4/1/2023,"1,318","1,229"
4/2/2023,"1,090","1,137"
4/3/2023,"1,538","1,498"
4/4/2023,"1,883","1,825"
4/5/2023,"1,794","1,810"
