,Total Entries,Total Exits
12/9/2021,"1,473","1,455"
12/10/2021,"1,778","1,668"
12/11/2021,"1,060","1,023"
12/12/2021,732,811
12/13/2021,"1,313","1,361"
12/14/2021,"1,507","1,496"
12/15/2021,"1,502","1,454"
12/16/2021,"1,576","1,547"
12/17/2021,"1,433","1,449"
12/18/2021,"1,044","1,070"
12/19/2021,809,881
12/20/2021,"1,187","1,202"
12/21/2021,"1,259","1,221"
12/22/2021,"1,216","1,207"
12/23/2021,"1,425","1,402"
12/24/2021,581,632
12/25/2021,299,312
12/26/2021,603,616
12/27/2021,"1,062","1,029"
12/28/2021,"1,158","1,160"
12/29/2021,"1,336","1,303"
12/30/2021,"1,209","1,193"
12/31/2021,772,782
1/1/2022,446,497
1/2/2022,614,658
1/3/2022,504,564
1/4/2022,781,806
1/5/2022,"1,045","1,044"
1/6/2022,"1,094","1,079"
1/7/2022,696,669
1/8/2022,574,601
1/9/2022,344,348
1/10/2022,"1,289","1,264"
1/11/2022,"1,162","1,161"
1/12/2022,"1,244","1,253"
1/13/2022,"1,154","1,134"
1/14/2022,"1,095","1,063"
1/15/2022,696,743
1/16/2022,523,536
1/17/2022,518,564
1/18/2022,"1,230","1,238"
1/19/2022,"1,319","1,335"
1/20/2022,"1,055","1,043"
1/21/2022,"1,501","1,453"
1/22/2022,"1,001","1,023"
1/23/2022,708,743
1/24/2022,"1,326","1,373"
1/25/2022,"1,268","1,308"
1/26/2022,"1,379","1,408"
1/27/2022,"1,275","1,266"
1/28/2022,"1,148","1,186"
1/29/2022,647,652
1/30/2022,480,493
1/31/2022,"1,175","1,188"
2/1/2022,"1,263","1,325"
2/2/2022,"1,491","1,486"
2/3/2022,"1,356","1,343"
2/4/2022,"1,167","1,170"
2/5/2022,864,856
2/6/2022,517,562
2/7/2022,"1,299","1,303"
2/8/2022,"1,421","1,441"
2/9/2022,"1,427","1,420"
2/10/2022,"1,401","1,390"
2/11/2022,"1,376","1,326"
2/12/2022,"1,020",988
2/13/2022,610,666
2/14/2022,"1,247","1,256"
2/15/2022,"1,319","1,283"
2/16/2022,"1,369","1,375"
2/17/2022,"1,317","1,333"
2/18/2022,"1,371","1,314"
2/19/2022,"1,024","1,040"
2/20/2022,682,744
2/21/2022,872,910
2/22/2022,"1,541","1,531"
2/23/2022,"1,459","1,438"
2/24/2022,"1,423","1,404"
2/25/2022,"1,389","1,408"
2/26/2022,"1,061","1,055"
2/27/2022,627,678
2/28/2022,"1,506","1,500"
3/1/2022,"1,449","1,476"
3/2/2022,"1,685","1,660"
3/3/2022,"1,632","1,684"
3/4/2022,"1,601","1,564"
3/5/2022,"1,555","1,543"
3/6/2022,901,951
3/7/2022,"1,662","1,662"
3/8/2022,"1,564","1,546"
3/9/2022,"1,438","1,461"
3/10/2022,"1,698","1,631"
3/11/2022,"1,683","1,657"
3/12/2022,780,764
3/13/2022,669,687
3/14/2022,"1,539","1,561"
3/15/2022,"2,002","1,959"
3/16/2022,"1,927","1,932"
3/17/2022,"1,645","1,733"
3/18/2022,"1,860","1,868"
3/19/2022,"1,723","1,694"
3/20/2022,"1,350","1,372"
3/21/2022,"1,788","1,798"
3/22/2022,"2,353","2,350"
3/23/2022,"1,768","1,749"
3/24/2022,"1,861","1,890"
3/25/2022,"2,419","2,367"
3/26/2022,"3,254","3,220"
3/27/2022,"1,479","1,556"
3/28/2022,"1,827","1,861"
3/29/2022,"1,854","1,876"
3/30/2022,"1,995","1,993"
3/31/2022,"1,851","1,899"
4/1/2022,"2,067","2,022"
4/2/2022,"2,201","2,171"
4/3/2022,"1,413","1,498"
4/4/2022,"1,710","1,719"
4/5/2022,"1,873","1,865"
4/6/2022,"1,991","1,980"
4/7/2022,"1,923","1,891"
4/8/2022,"2,163","2,098"
4/9/2022,"2,643","2,601"
4/10/2022,"1,644","1,709"
4/11/2022,"1,899","1,843"
4/12/2022,"2,252","2,192"
4/13/2022,"2,160","2,142"
4/14/2022,"2,088","2,064"
4/15/2022,"2,040","1,978"
4/16/2022,"1,702","1,725"
4/17/2022,743,826
4/18/2022,"1,617","1,577"
4/19/2022,"2,041","2,009"
4/20/2022,"2,132","2,072"
4/21/2022,"2,163","2,169"
4/22/2022,"2,103","2,024"
4/23/2022,"1,922","1,922"
4/24/2022,"1,353","1,429"
4/25/2022,"1,725","1,723"
4/26/2022,"2,265","2,263"
4/27/2022,"2,062","2,070"
4/28/2022,"1,937","1,953"
4/29/2022,"1,783","1,801"
4/30/2022,"1,328","1,355"
5/1/2022,986,997
5/2/2022,"1,823","1,791"
5/3/2022,"2,134","2,142"
5/4/2022,"2,120","2,085"
5/5/2022,"2,007","1,998"
5/6/2022,"1,673","1,684"
5/7/2022,"1,428","1,459"
5/8/2022,802,837
5/9/2022,"2,128","2,064"
5/10/2022,"2,301","2,279"
5/11/2022,"2,282","2,272"
5/12/2022,"2,336","2,308"
5/13/2022,"2,229","2,230"
5/14/2022,12,12
5/15/2022,9,8
5/16/2022,"1,658","1,694"
5/17/2022,"2,110","2,062"
5/18/2022,"2,280","2,235"
5/19/2022,"2,001","2,003"
5/20/2022,"1,978","2,002"
5/21/2022,"1,378","1,395"
5/22/2022,775,821
5/23/2022,"2,213","2,145"
5/24/2022,"2,207","2,155"
5/25/2022,"2,237","2,226"
5/26/2022,"2,178","2,139"
5/27/2022,"1,690","1,693"
5/28/2022,"1,764","1,772"
5/29/2022,"1,325","1,437"
5/30/2022,"1,211","1,250"
5/31/2022,"2,211","2,198"
6/1/2022,"2,361","2,220"
6/2/2022,"2,165","2,223"
6/3/2022,"2,316","2,250"
6/4/2022,"1,776","1,799"
6/5/2022,"1,270","1,239"
6/6/2022,"2,317","2,246"
6/7/2022,"2,490","2,508"
6/8/2022,"2,596","2,568"
6/9/2022,"2,451","2,422"
6/10/2022,"2,339","2,322"
6/11/2022,"2,770","2,688"
6/12/2022,"1,655","1,686"
6/13/2022,"2,250","2,206"
6/14/2022,"2,557","2,549"
6/15/2022,"2,650","2,618"
6/16/2022,"2,666","2,692"
6/17/2022,"2,740","2,700"
6/18/2022,"2,395","2,445"
6/19/2022,"1,945","1,883"
6/20/2022,"1,474","1,490"
6/21/2022,"2,651","2,562"
6/22/2022,"2,889","2,720"
6/23/2022,"2,339","2,366"
6/24/2022,"2,523","2,460"
6/25/2022,"1,998","1,941"
6/26/2022,"1,230","1,245"
6/27/2022,"2,208","2,246"
6/28/2022,"2,666","2,679"
6/29/2022,"2,675","2,703"
6/30/2022,"2,464","2,466"
7/1/2022,"2,258","2,212"
7/2/2022,"1,396","1,386"
7/3/2022,"1,335","1,328"
7/4/2022,"2,954","2,942"
7/5/2022,"2,399","2,419"
7/6/2022,"2,579","2,519"
7/7/2022,"2,555","2,533"
7/8/2022,"2,286","2,230"
7/9/2022,"1,187","1,183"
7/10/2022,"1,024","1,165"
7/11/2022,"2,255","2,203"
7/12/2022,"2,416","2,068"
7/13/2022,"2,537","2,742"
7/14/2022,"2,606","2,598"
7/15/2022,"2,446","2,458"
7/16/2022,"1,793","1,812"
7/17/2022,"1,307","1,359"
7/18/2022,"2,100","2,130"
7/19/2022,"2,696","2,688"
7/20/2022,"2,806","2,769"
7/21/2022,"2,369","2,387"
7/22/2022,"2,255","2,183"
7/23/2022,"1,639","1,657"
7/24/2022,906,968
7/25/2022,"2,075","2,090"
7/26/2022,"2,410","2,426"
7/27/2022,"2,537","2,478"
7/28/2022,"2,612","2,444"
7/29/2022,"2,742","2,529"
7/30/2022,"2,353","2,341"
7/31/2022,"1,543","1,814"
8/1/2022,"2,301","2,282"
8/2/2022,"2,977","2,955"
8/3/2022,"2,912","2,855"
8/4/2022,"2,582","2,559"
8/5/2022,"2,183","2,257"
8/6/2022,"1,499","1,515"
8/7/2022,"1,001","1,076"
8/8/2022,"2,420","2,281"
8/9/2022,"2,471","2,415"
8/10/2022,"2,420","2,435"
8/11/2022,"2,425","2,365"
8/12/2022,"2,360","2,351"
8/13/2022,"1,883","1,866"
8/14/2022,"1,137","1,172"
8/15/2022,"2,243","2,225"
8/16/2022,"2,676","2,663"
8/17/2022,"2,644","2,585"
8/18/2022,"2,567","2,411"
8/19/2022,"2,287","2,240"
8/20/2022,"1,539","1,521"
8/21/2022,893,911
8/22/2022,"1,970","1,957"
8/23/2022,"2,541","2,482"
8/24/2022,"2,474","2,446"
8/25/2022,"2,346","2,355"
8/26/2022,"2,224","2,179"
8/27/2022,"1,528","1,523"
8/28/2022,"1,154","1,225"
8/29/2022,"2,051","2,042"
8/30/2022,"2,434","2,416"
8/31/2022,"2,506","2,465"
9/1/2022,"2,443","2,434"
9/2/2022,"2,108","2,084"
9/3/2022,"1,864","1,893"
9/4/2022,"1,235","1,320"
9/5/2022,859,875
9/6/2022,"2,256","2,225"
9/7/2022,"2,440","2,414"
9/8/2022,"2,979","2,848"
9/9/2022,"2,141","2,145"
9/10/2022,"1,466","1,444"
9/11/2022,725,797
9/12/2022,"2,179","2,164"
9/13/2022,"2,657","2,600"
9/14/2022,"2,894","2,838"
9/15/2022,"2,458","2,419"
9/16/2022,"2,267","2,201"
9/17/2022,"1,667","1,667"
9/18/2022,"1,248","1,320"
9/19/2022,"1,918","1,967"
9/20/2022,"2,425","2,401"
9/21/2022,"2,421","2,415"
9/22/2022,"2,319","2,335"
9/23/2022,"2,121","2,095"
9/24/2022,"2,117","2,088"
9/25/2022,881,959
9/26/2022,"2,060","2,067"
9/27/2022,"2,747","2,750"
9/28/2022,"2,529","2,562"
9/29/2022,"2,408","2,346"
9/30/2022,"2,211","2,216"
10/1/2022,"1,461","1,544"
10/2/2022,695,790
10/3/2022,"1,908","1,946"
10/4/2022,"2,369","2,405"
10/5/2022,"2,473","2,428"
10/6/2022,"2,542","2,544"
10/7/2022,"2,103","2,069"
10/8/2022,"1,713","1,704"
10/9/2022,"1,248","1,394"
10/10/2022,"1,695","1,729"
10/11/2022,"2,588","2,598"
10/12/2022,"2,890","2,925"
10/13/2022,"2,183","2,256"
10/14/2022,"2,274","2,256"
10/15/2022,"1,717","1,786"
10/16/2022,902,"1,041"
10/17/2022,"2,222","2,231"
10/18/2022,"2,595","2,557"
10/19/2022,"2,442","2,417"
10/20/2022,"2,328","2,288"
10/21/2022,"2,412","2,354"
10/22/2022,"1,929","1,874"
10/23/2022,"1,215","1,276"
10/24/2022,"2,029","2,078"
10/25/2022,"2,539","2,521"
10/26/2022,"2,497","2,535"
10/27/2022,"2,394","2,359"
10/28/2022,"2,113","2,051"
10/29/2022,"1,571","1,594"
10/30/2022,"1,018","1,100"
10/31/2022,"1,961","2,031"
11/1/2022,"2,582","2,569"
11/2/2022,"2,595","2,619"
11/3/2022,"2,355","2,353"
11/4/2022,"2,278","2,255"
11/5/2022,"1,727","1,607"
11/6/2022,841,845
11/7/2022,"2,254","2,246"
11/8/2022,"2,377","2,318"
11/9/2022,"2,706","2,722"
11/10/2022,"2,577","2,467"
11/11/2022,"1,639","1,704"
11/12/2022,"1,781","1,754"
11/13/2022,"1,160","1,217"
11/14/2022,"1,907","1,947"
11/15/2022,"2,286","2,318"
11/16/2022,"2,403","2,491"
11/17/2022,"2,378","2,395"
11/18/2022,"2,234","2,143"
11/19/2022,"1,619","1,664"
11/20/2022,766,865
11/21/2022,"1,859","1,868"
11/22/2022,"2,081","2,087"
11/23/2022,"2,088","2,083"
11/24/2022,522,674
11/25/2022,"1,608","1,497"
11/26/2022,"1,319","1,333"
11/27/2022,678,738
11/28/2022,"1,917","1,886"
11/29/2022,"2,176","2,189"
11/30/2022,"2,105","2,109"
12/1/2022,"2,225","2,251"
12/2/2022,"2,201","2,153"
12/3/2022,"1,239","1,243"
12/4/2022,967,999
12/5/2022,"2,027","2,050"
12/6/2022,"2,152","2,209"
12/7/2022,"2,371","2,401"
12/8/2022,"2,397","2,396"
12/9/2022,"2,363","2,311"
12/10/2022,"1,496","1,503"
12/11/2022,820,911
12/12/2022,"2,036","2,000"
12/13/2022,"2,418","2,396"
12/14/2022,"2,302","2,307"
12/15/2022,"1,966","1,984"
12/16/2022,"2,083","1,972"
12/17/2022,"1,654","1,733"
12/18/2022,897,947
12/19/2022,"2,077","2,069"
12/20/2022,"2,078","2,109"
12/21/2022,"2,062","2,086"
12/22/2022,"1,501","1,513"
12/23/2022,"1,501","1,441"
12/24/2022,471,524
12/25/2022,269,291
12/26/2022,"1,083","1,079"
12/27/2022,"1,786","1,761"
12/28/2022,"2,016","1,977"
12/29/2022,"2,372","2,352"
12/30/2022,"1,968","1,875"
12/31/2022,"1,085",866
1/1/2023,640,792
1/2/2023,978,"1,019"
1/3/2023,"2,319","2,277"
1/4/2023,"2,167","2,192"
1/5/2023,"2,105","2,079"
1/6/2023,"2,102","2,088"
1/7/2023,"1,163","1,139"
1/8/2023,978,"1,013"
1/9/2023,"2,046","2,107"
1/10/2023,"2,202","2,230"
1/11/2023,"2,393","2,439"
1/12/2023,"2,133","2,152"
1/13/2023,"1,959","1,946"
1/14/2023,"1,610","1,595"
1/15/2023,904,999
1/16/2023,"1,342","1,358"
1/17/2023,"2,449","2,449"
1/18/2023,"2,394","2,419"
1/19/2023,"2,226","2,207"
1/20/2023,"2,434","2,369"
1/21/2023,"1,797","1,776"
1/22/2023,"1,023","1,053"
1/23/2023,"1,949","1,981"
1/24/2023,"2,343","2,340"
1/25/2023,"2,199","2,190"
1/26/2023,"2,622","2,559"
1/27/2023,"2,100","2,089"
1/28/2023,"1,924","1,895"
1/29/2023,"1,143","1,143"
1/30/2023,"1,885","1,949"
1/31/2023,"2,179","2,181"
2/1/2023,"2,284","2,343"
2/2/2023,"2,120","2,168"
2/3/2023,"1,896","1,880"
2/4/2023,"1,090","1,164"
2/5/2023,847,879
2/6/2023,"2,062","2,092"
2/7/2023,"2,308","2,292"
2/8/2023,"2,636","2,678"
2/9/2023,"2,221","2,209"
2/10/2023,"1,953","1,975"
2/11/2023,"1,499","1,481"
2/12/2023,925,"1,060"
2/13/2023,"1,904","1,958"
2/14/2023,"2,524","2,530"
2/15/2023,"2,534","2,469"
2/16/2023,"2,367","2,345"
2/17/2023,"1,807","1,774"
2/18/2023,"1,445","1,452"
2/19/2023,"1,295","1,298"
2/20/2023,"1,380","1,360"
2/21/2023,"2,417","2,419"
2/22/2023,"2,378","2,421"
2/23/2023,"2,601","2,615"
2/24/2023,"2,052","2,008"
2/25/2023,"1,577","1,618"
2/26/2023,850,916
2/27/2023,"2,007","1,975"
2/28/2023,"2,373","2,322"
3/1/2023,"2,657","2,644"
3/2/2023,"2,390","2,375"
3/3/2023,"1,884","1,900"
3/4/2023,"1,534","1,454"
3/5/2023,"1,229","1,218"
3/6/2023,"1,941","1,941"
3/7/2023,"2,280","2,237"
3/8/2023,"2,442","2,422"
3/9/2023,"2,575","2,522"
3/10/2023,"1,963","1,977"
3/11/2023,"1,739","1,669"
3/12/2023,968,990
3/13/2023,"2,037","2,050"
3/14/2023,"2,408","2,476"
3/15/2023,"2,653","2,670"
3/16/2023,"2,543","2,535"
3/17/2023,"2,442","2,348"
3/18/2023,"2,357","2,320"
3/19/2023,"1,230","1,274"
3/20/2023,"2,184","2,228"
3/21/2023,"3,078","3,080"
3/22/2023,"3,142","3,141"
3/23/2023,"3,217","3,178"
3/24/2023,"2,318","2,335"
3/25/2023,"2,378","2,357"
3/26/2023,"4,477","4,480"
3/27/2023,"2,533","2,558"
3/28/2023,"2,929","2,935"
3/29/2023,"2,988","2,930"
3/30/2023,"2,962","2,969"
3/31/2023,"2,422","2,378"
4/1/2023,"2,259","2,248"
4/2/2023,"2,350","2,363"
4/3/2023,"2,947","2,882"
4/4/2023,"3,465","3,444"
4/5/2023,"3,327","3,217"
